uid,age,sex,active_date,limit
50978,50,1,2016/2/16,5.292153929
50979,30,1,2016/2/6,5.722768363
50980,25,2,2016/6/17,5.292153929
50981,35,1,2016/4/30,6.292054527
50982,30,1,2015/12/17,5.292153929
50983,35,1,2016/1/5,5.97467729
50984,45,1,2016/5/12,5.292153929
50985,35,2,2016/4/22,6.292054527
50986,30,1,2016/2/16,5.97467729
50987,25,1,2016/1/28,5.722768363
50988,30,1,2015/12/17,6.153413856
50989,45,1,2016/4/29,5.97467729
50990,35,1,2016/5/21,5.292153929
50991,30,1,2016/5/21,5.97467729
50992,25,1,2016/6/7,6.292054527
50993,35,1,2016/3/31,5.97467729
50994,35,2,2015/12/8,6.153413856
50995,40,1,2016/1/28,6.292054527
50996,30,1,2016/4/15,5.722768363
50997,40,1,2016/5/31,5.292153929
50998,35,1,2016/5/8,5.722768363
50999,30,1,2016/2/14,5.722768363
51000,25,1,2016/4/20,5.292153929
51001,25,1,2016/4/21,6.153413856
51002,50,1,2015/12/18,5.722768363
51003,40,1,2016/5/1,5.722768363
51004,50,1,2016/2/4,5.97467729
51005,40,1,2015/12/30,6.292054527
51006,35,1,2015/12/4,5.722768363
51007,35,1,2016/4/21,5.292153929
51008,25,1,2016/2/16,5.722768363
51009,25,1,2016/5/23,5.292153929
51010,35,2,2016/3/31,6.292054527
51011,40,2,2016/2/29,5.292153929
51012,25,1,2016/5/9,5.722768363
51013,30,1,2016/5/19,5.97467729
51014,25,1,2015/12/17,6.153413856
51015,35,1,2016/1/6,6.153413856
51016,40,1,2016/3/26,5.722768363
51017,25,1,2016/1/6,5.97467729
51018,30,1,2016/2/10,5.292153929
51019,40,2,2016/2/19,5.97467729
51020,25,1,2016/5/8,6.153413856
51021,25,2,2016/6/15,5.97467729
51022,30,1,2016/5/31,5.292153929
51023,25,1,2016/4/20,5.292153929
51024,30,1,2016/4/27,5.97467729
51025,35,1,2016/6/6,5.97467729
51026,30,1,2016/4/1,5.97467729
51027,25,1,2016/1/28,6.292054527
51028,25,1,2016/4/22,6.153413856
51029,35,1,2016/2/25,5.722768363
51030,35,1,2016/5/11,6.292054527
51031,25,1,2016/5/9,6.153413856
51032,30,1,2016/2/25,5.97467729
51033,45,1,2015/12/31,6.292054527
51034,25,1,2016/6/8,5.292153929
51035,35,1,2016/2/9,5.722768363
51036,30,1,2015/12/16,6.153413856
51037,35,1,2016/5/23,6.153413856
51038,25,1,2016/2/4,5.722768363
51039,30,1,2016/6/22,6.292054527
51040,25,1,2016/3/3,6.153413856
51041,40,1,2015/12/28,5.97467729
51042,25,1,2016/3/15,5.292153929
51043,40,1,2016/1/15,6.292054527
51044,30,1,2015/12/30,5.97467729
51045,35,1,2015/12/17,5.97467729
51046,30,1,2015/12/20,6.292054527
51047,35,1,2016/4/28,6.292054527
51048,25,2,2016/1/17,6.292054527
51049,25,1,2016/6/25,5.97467729
51050,35,1,2016/6/27,5.722768363
51051,40,1,2015/12/23,6.292054527
51052,25,1,2016/6/17,6.292054527
51053,30,1,2016/5/20,5.722768363
51054,25,1,2016/5/5,6.153413856
51055,35,1,2015/12/24,6.292054527
51056,25,1,2015/12/3,5.292153929
51057,35,1,2016/2/4,5.97467729
51058,35,1,2016/2/16,6.292054527
51059,25,1,2016/5/25,5.292153929
51060,35,1,2016/3/6,6.292054527
51061,30,2,2016/6/16,5.97467729
51062,30,1,2016/1/28,6.153413856
51063,35,2,2016/3/16,6.292054527
51064,40,1,2016/5/12,5.722768363
51065,40,1,2015/12/26,6.292054527
51066,35,1,2016/2/13,5.292153929
51067,35,2,2016/2/16,6.292054527
51068,30,2,2016/2/2,5.97467729
51069,30,1,2016/3/29,5.292153929
51070,25,1,2016/3/10,5.722768363
51071,30,1,2016/4/27,5.722768363
51072,35,1,2016/6/30,6.292054527
51073,40,1,2016/6/26,6.292054527
51074,25,1,2016/4/25,5.722768363
51075,30,1,2015/12/18,6.292054527
51076,35,1,2016/6/16,6.292054527
51077,30,1,2016/2/20,5.97467729
51078,30,1,2016/6/15,6.292054527
51079,40,1,2016/3/18,5.97467729
51080,40,2,2016/2/26,6.153413856
51081,30,1,2016/2/25,5.97467729
51082,35,1,2016/2/5,6.153413856
51083,40,2,2016/4/27,5.97467729
51084,30,1,2015/12/4,6.292054527
51085,35,1,2016/2/7,6.153413856
51086,35,1,2016/3/27,5.722768363
51087,30,1,2016/2/23,5.97467729
51088,30,1,2016/4/21,6.292054527
51089,40,1,2016/5/20,5.97467729
51090,25,1,2015/12/31,5.722768363
51091,35,2,2016/6/22,6.292054527
51092,25,1,2016/6/17,6.292054527
51093,25,1,2016/4/26,5.722768363
51094,30,1,2016/1/12,5.722768363
51095,35,1,2016/1/28,5.97467729
51096,35,2,2016/5/17,5.722768363
51097,35,1,2016/5/21,5.97467729
51098,35,1,2015/12/17,6.153413856
51099,35,1,2016/4/24,6.153413856
51100,30,1,2015/12/2,5.722768363
51101,30,1,2016/1/21,5.722768363
51102,35,1,2016/6/2,6.292054527
51103,30,1,2016/2/15,6.153413856
51104,25,1,2016/1/28,5.97467729
51105,45,1,2016/2/16,5.97467729
51106,35,1,2016/5/9,6.292054527
51107,30,2,2016/1/28,5.722768363
51108,40,1,2016/3/5,6.153413856
51109,45,1,2016/5/26,5.292153929
51110,25,1,2016/4/30,5.292153929
51111,35,2,2016/4/23,5.97467729
51112,35,1,2016/4/22,5.97467729
51113,25,1,2016/5/7,5.292153929
51114,25,1,2016/2/7,5.292153929
51115,40,1,2016/2/16,5.722768363
51116,45,1,2015/12/28,6.292054527
51117,40,1,2016/3/18,5.722768363
51118,30,1,2016/3/18,6.153413856
51119,40,1,2016/2/24,6.292054527
51120,30,1,2016/4/24,5.97467729
51121,30,2,2016/3/1,5.722768363
51122,45,1,2016/2/13,6.292054527
51123,35,1,2016/4/16,6.153413856
51124,25,1,2015/12/20,5.97467729
51125,40,1,2016/3/13,6.153413856
51126,25,1,2016/6/19,5.292153929
51127,35,1,2016/1/28,6.153413856
51128,30,2,2016/2/25,5.722768363
51129,30,1,2016/2/1,5.292153929
51130,30,1,2016/1/31,5.97467729
51131,45,2,2016/4/16,6.292054527
51132,35,1,2016/3/28,5.292153929
51133,30,1,2016/2/4,6.153413856
51134,40,1,2016/2/11,6.292054527
51135,35,1,2016/1/30,5.97467729
51136,40,1,2015/12/17,6.292054527
51137,35,1,2016/5/11,5.722768363
51138,30,1,2016/1/28,6.292054527
51139,30,1,2015/12/30,6.292054527
51140,35,1,2016/3/28,5.97467729
51141,30,2,2016/5/25,6.292054527
51142,35,1,2016/3/30,5.722768363
51143,35,1,2016/4/21,6.292054527
51144,30,1,2016/4/17,6.292054527
51145,30,2,2016/6/14,6.292054527
51146,35,1,2016/4/14,5.97467729
51147,30,1,2016/5/12,5.722768363
51148,35,2,2016/2/2,5.97467729
51149,30,1,2016/2/16,5.97467729
51150,30,1,2016/3/13,5.722768363
51151,35,1,2015/12/18,5.97467729
51152,30,1,2015/12/19,5.97467729
51153,50,1,2016/3/2,5.292153929
51154,30,1,2016/6/15,6.292054527
51155,35,1,2016/4/28,5.722768363
51156,30,1,2016/3/29,5.292153929
51157,30,1,2016/6/28,5.292153929
51158,35,1,2016/5/9,6.292054527
51159,40,1,2016/6/2,5.722768363
51160,30,1,2016/5/17,5.97467729
51161,30,1,2016/2/16,5.292153929
51162,30,1,2016/5/4,6.292054527
51163,35,2,2016/6/2,6.153413856
51164,40,1,2016/1/28,5.292153929
51165,25,1,2016/6/9,5.292153929
51166,30,1,2016/2/26,5.722768363
51167,35,2,2016/6/17,6.292054527
51168,40,1,2016/3/16,5.97467729
51169,35,1,2016/1/28,6.292054527
51170,35,1,2016/6/22,6.292054527
51171,30,1,2016/4/28,5.97467729
51172,40,1,2016/2/16,5.97467729
51173,30,1,2016/1/28,6.153413856
51174,35,1,2016/4/20,6.292054527
51175,35,1,2016/1/28,5.722768363
51176,30,1,2016/3/23,5.97467729
51177,35,1,2016/3/14,6.153413856
51178,30,1,2016/3/30,5.292153929
51179,30,1,2015/12/7,6.292054527
51180,25,1,2016/4/14,6.292054527
51181,35,1,2016/1/8,6.292054527
51182,35,1,2016/3/22,5.97467729
51183,45,1,2016/2/11,5.292153929
51184,35,2,2016/2/16,6.153413856
51185,40,1,2016/5/7,6.292054527
51186,30,1,2016/5/19,6.153413856
51187,30,1,2016/2/11,5.292153929
51188,30,1,2016/1/28,5.292153929
51189,35,1,2016/6/16,5.97467729
51190,25,1,2016/3/19,5.722768363
51191,40,1,2016/4/2,6.292054527
51192,35,2,2016/5/21,6.292054527
51193,35,1,2015/12/31,6.292054527
51194,35,1,2015/12/31,6.292054527
51195,45,2,2016/1/3,6.292054527
51196,40,1,2015/12/9,5.97467729
51197,45,1,2016/4/15,6.153413856
51198,30,1,2016/5/6,6.292054527
51199,30,2,2016/5/6,6.292054527
51200,25,2,2015/12/31,5.292153929
51201,35,1,2016/5/7,6.292054527
51202,25,1,2016/3/31,5.722768363
51203,35,2,2016/5/2,5.97467729
51204,35,1,2015/12/11,6.292054527
51205,25,1,2016/4/29,6.153413856
51206,30,1,2016/2/8,5.722768363
51207,30,1,2016/6/10,5.292153929
51208,35,1,2016/3/29,5.97467729
51209,30,1,2016/3/20,6.153413856
51210,35,1,2016/5/1,5.97467729
51211,35,1,2015/12/17,6.292054527
51212,35,1,2016/3/26,5.292153929
51213,30,1,2016/4/5,6.292054527
51214,35,1,2015/12/28,6.292054527
51215,30,1,2016/4/26,5.722768363
51216,45,1,2016/3/22,5.722768363
51217,30,2,2016/3/29,6.153413856
51218,30,2,2016/2/8,5.292153929
51219,25,2,2016/2/9,5.97467729
51220,35,1,2016/4/19,6.153413856
51221,30,1,2016/5/5,6.153413856
51222,35,1,2016/6/18,5.292153929
51223,35,2,2016/4/24,6.153413856
51224,30,1,2016/2/3,5.722768363
51225,40,1,2016/1/5,6.292054527
51226,35,1,2016/4/15,6.292054527
51227,35,1,2016/5/20,6.292054527
51228,40,1,2015/12/30,5.722768363
51229,35,1,2016/5/25,5.722768363
51230,30,1,2016/6/19,6.153413856
51231,35,1,2016/4/19,5.722768363
51232,35,1,2015/12/16,6.292054527
51233,35,1,2016/3/22,5.292153929
51234,35,2,2016/1/1,6.292054527
51235,30,1,2016/4/20,5.292153929
51236,30,1,2016/3/17,6.292054527
51237,30,1,2016/2/14,5.722768363
51238,40,1,2016/1/29,5.97467729
51239,30,1,2016/4/17,5.97467729
51240,40,1,2015/12/25,6.292054527
51241,35,2,2016/3/17,6.153413856
51242,25,1,2016/5/20,6.153413856
51243,30,1,2016/4/25,5.722768363
51244,30,1,2016/2/1,5.97467729
51245,35,1,2015/12/17,6.292054527
51246,30,1,2016/3/25,5.97467729
51247,30,1,2016/3/15,5.722768363
51248,35,1,2016/6/16,5.97467729
51249,25,2,2016/6/17,6.153413856
51250,30,1,2016/4/26,5.292153929
51251,30,1,2016/1/6,6.292054527
51252,30,2,2015/12/2,6.292054527
51253,30,2,2016/6/7,6.292054527
51254,40,1,2015/12/18,6.292054527
51255,40,1,2016/5/29,6.153413856
51256,30,1,2016/3/24,5.97467729
51257,30,2,2016/3/15,6.153413856
51258,35,2,2016/1/28,5.292153929
51259,30,1,2015/12/2,6.153413856
51260,35,1,2016/2/9,5.97467729
51261,30,1,2016/2/15,5.722768363
51262,35,1,2015/12/17,6.153413856
51263,30,1,2016/4/27,5.292153929
51264,35,1,2016/6/16,5.97467729
51265,25,1,2015/12/17,5.722768363
51266,30,1,2016/1/6,5.292153929
51267,40,1,2016/1/10,5.722768363
51268,30,1,2015/12/28,5.97467729
51269,35,1,2016/6/16,6.292054527
51270,50,1,2016/1/28,6.153413856
51271,30,2,2016/1/28,5.292153929
51272,35,1,2016/4/21,5.292153929
51273,30,2,2015/12/31,5.97467729
51274,30,1,2016/6/18,6.292054527
51275,45,1,2015/12/17,6.292054527
51276,25,1,2016/3/11,5.722768363
51277,30,1,2016/2/27,5.292153929
51278,30,1,2016/4/15,5.97467729
51279,30,1,2016/3/1,6.292054527
51280,30,1,2016/2/6,6.153413856
51281,40,1,2016/2/16,6.153413856
51282,30,1,2016/3/20,6.153413856
51283,45,1,2016/5/15,6.292054527
51284,35,1,2016/5/6,5.97467729
51285,35,1,2016/4/5,5.97467729
51286,35,2,2016/6/2,6.153413856
51287,30,1,2016/5/24,6.153413856
51288,45,2,2016/5/21,6.292054527
51289,45,1,2016/1/28,5.97467729
51290,35,2,2016/1/30,6.153413856
51291,35,1,2016/5/30,6.292054527
51292,35,2,2016/5/21,6.292054527
51293,25,1,2016/6/7,5.292153929
51294,35,1,2016/6/3,5.97467729
51295,25,1,2016/5/4,6.292054527
51296,25,1,2016/2/12,5.292153929
51297,35,1,2016/4/13,5.722768363
51298,45,1,2016/4/17,6.292054527
51299,35,1,2016/1/14,6.153413856
51300,25,2,2016/4/4,5.292153929
51301,35,1,2016/6/7,6.153413856
51302,25,1,2016/6/23,5.722768363
51303,35,1,2016/2/17,6.292054527
51304,50,2,2016/1/29,5.292153929
51305,30,2,2016/2/10,5.292153929
51306,35,1,2016/4/22,6.153413856
51307,30,1,2016/1/28,5.97467729
51308,30,1,2016/6/16,6.292054527
51309,40,1,2016/6/17,5.722768363
51310,30,1,2016/3/22,5.292153929
51311,35,1,2016/2/17,5.722768363
51312,35,1,2016/5/7,5.97467729
51313,35,1,2016/6/7,6.292054527
51314,30,1,2016/3/29,5.292153929
51315,35,1,2016/4/19,5.722768363
51316,35,2,2016/2/10,5.97467729
51317,35,1,2016/3/29,5.292153929
51318,35,1,2016/4/21,6.292054527
51319,50,1,2016/6/4,5.97467729
51320,30,2,2016/3/24,6.292054527
51321,30,1,2016/2/26,5.722768363
51322,35,1,2016/3/15,5.292153929
51323,30,1,2016/5/24,6.292054527
51324,30,1,2016/5/20,5.292153929
51325,30,1,2016/2/12,5.292153929
51326,30,2,2016/3/23,5.722768363
51327,50,1,2016/1/11,6.153413856
51328,30,1,2015/12/17,5.292153929
51329,30,1,2016/1/28,6.292054527
51330,30,1,2016/5/1,6.292054527
51331,25,1,2016/2/17,5.97467729
51332,40,1,2015/12/31,6.153413856
51333,30,1,2016/4/13,6.153413856
51334,30,1,2016/1/8,6.292054527
51335,40,2,2016/4/15,5.97467729
51336,35,1,2016/6/28,6.292054527
51337,45,1,2015/12/2,6.292054527
51338,30,1,2016/1/27,5.97467729
51339,35,1,2016/6/16,5.722768363
51340,30,1,2016/1/5,5.722768363
51341,40,1,2016/3/17,6.292054527
51342,30,1,2016/6/15,5.292153929
51343,30,1,2016/5/24,5.292153929
51344,35,2,2016/3/27,6.153413856
51345,35,1,2016/2/20,5.97467729
51346,35,2,2016/3/16,5.292153929
51347,35,1,2016/6/30,6.292054527
51348,30,1,2015/12/30,5.722768363
51349,30,1,2015/12/30,5.722768363
51350,50,1,2015/12/19,6.292054527
51351,40,1,2016/6/16,5.97467729
51352,40,1,2016/6/25,6.292054527
51353,40,1,2016/6/16,6.292054527
51354,30,1,2016/5/11,6.153413856
51355,40,2,2016/5/4,5.292153929
51356,35,1,2016/2/20,6.292054527
51357,30,2,2016/3/18,5.292153929
51358,35,1,2016/4/19,5.722768363
51359,30,1,2016/1/29,6.292054527
51360,40,1,2015/12/21,6.292054527
51361,35,1,2016/2/14,5.97467729
51362,30,1,2016/2/5,5.97467729
51363,40,1,2016/3/15,6.153413856
51364,30,1,2016/3/10,5.722768363
51365,35,1,2015/12/17,6.292054527
51366,30,1,2016/5/3,5.292153929
51367,30,1,2016/6/22,6.153413856
51368,30,1,2016/4/26,6.292054527
51369,35,1,2016/5/26,5.722768363
51370,30,1,2016/1/7,6.292054527
51371,35,1,2016/5/6,6.292054527
51372,30,1,2016/3/30,5.97467729
51373,25,1,2016/1/28,5.97467729
51374,35,2,2016/6/11,6.292054527
51375,45,1,2016/1/30,6.153413856
51376,30,1,2016/1/22,5.722768363
51377,40,1,2016/5/23,6.292054527
51378,30,1,2016/5/24,5.722768363
51379,30,1,2016/3/8,5.722768363
51380,30,1,2016/5/4,5.292153929
51381,30,1,2016/5/4,6.292054527
51382,30,1,2016/1/9,6.153413856
51383,25,1,2016/2/13,5.292153929
51384,45,1,2016/3/31,5.722768363
51385,30,2,2016/2/16,5.722768363
51386,40,1,2016/2/6,5.292153929
51387,35,1,2016/1/17,5.722768363
51388,35,1,2016/6/22,5.97467729
51389,45,1,2016/4/27,6.292054527
51390,40,1,2015/12/17,5.97467729
51391,25,1,2016/6/30,5.722768363
51392,35,1,2015/12/4,6.292054527
51393,30,2,2016/1/15,6.153413856
51394,40,1,2016/1/28,6.153413856
51395,40,1,2015/12/17,6.292054527
51396,35,1,2016/2/6,5.722768363
51397,35,2,2016/2/22,6.292054527
51398,35,1,2016/4/22,5.292153929
51399,45,1,2016/6/19,6.292054527
51400,25,1,2016/5/28,5.722768363
51401,30,1,2016/6/2,6.292054527
51402,30,1,2016/6/18,5.722768363
51403,35,2,2015/12/17,6.292054527
51404,35,2,2016/5/3,5.292153929
51405,45,1,2015/12/15,6.292054527
51406,30,1,2016/5/3,6.153413856
51407,30,2,2016/2/4,5.722768363
51408,30,1,2016/4/23,6.292054527
51409,40,1,2016/6/17,5.97467729
51410,30,2,2016/5/11,5.292153929
51411,25,2,2016/4/22,5.97467729
51412,25,1,2016/6/16,6.292054527
51413,35,1,2016/1/3,6.153413856
51414,35,1,2016/6/16,5.292153929
51415,30,1,2016/5/28,5.722768363
51416,30,1,2016/5/27,6.153413856
51417,35,1,2016/2/26,5.97467729
51418,40,1,2016/5/26,6.292054527
51419,35,1,2016/4/20,5.722768363
51420,45,1,2015/12/5,6.292054527
51421,35,1,2016/1/3,6.292054527
51422,35,1,2016/3/24,5.722768363
51423,30,1,2016/4/15,6.153413856
51424,30,1,2016/4/5,5.292153929
51425,25,1,2016/1/2,5.722768363
51426,30,1,2016/4/21,5.97467729
51427,35,1,2016/4/23,6.292054527
51428,25,1,2015/12/17,5.722768363
51429,30,1,2016/3/4,5.292153929
51430,30,2,2016/4/15,6.292054527
51431,40,2,2016/1/30,5.722768363
51432,35,1,2016/4/14,5.722768363
51433,25,1,2016/6/8,5.292153929
51434,35,1,2016/3/21,6.292054527
51435,35,1,2016/1/3,5.292153929
51436,50,1,2016/5/21,5.292153929
51437,35,1,2016/2/5,6.292054527
51438,30,1,2016/6/16,6.153413856
51439,30,1,2016/5/21,6.292054527
51440,30,1,2016/2/1,5.97467729
51441,50,1,2016/1/28,5.97467729
51442,40,1,2016/5/25,6.153413856
51443,45,1,2015/12/19,6.292054527
51444,40,2,2016/2/27,6.292054527
51445,40,1,2016/4/19,5.97467729
51446,25,1,2016/4/20,5.292153929
51447,20,2,2016/5/20,5.292153929
51448,30,1,2016/5/4,6.292054527
51449,25,1,2016/6/22,5.292153929
51450,25,1,2016/6/21,5.292153929
51451,35,1,2016/4/15,6.292054527
51452,25,1,2016/6/19,6.292054527
51453,40,1,2016/5/19,6.153413856
51454,40,1,2016/4/22,6.292054527
51455,25,1,2016/3/17,5.292153929
51456,25,2,2016/3/29,5.292153929
51457,40,1,2016/1/28,5.292153929
51458,25,1,2016/5/21,5.292153929
51459,30,2,2016/5/17,5.292153929
51460,30,1,2016/6/12,5.97467729
51461,40,1,2016/6/26,5.292153929
51462,30,1,2016/4/20,6.292054527
51463,30,1,2016/5/12,6.292054527
51464,25,1,2016/4/23,6.292054527
51465,35,1,2016/3/26,6.292054527
51466,30,2,2016/5/17,5.292153929
51467,35,1,2016/1/10,5.722768363
51468,25,1,2016/3/14,5.292153929
51469,35,1,2016/5/27,6.292054527
51470,30,1,2016/6/16,5.292153929
51471,35,1,2016/4/10,6.153413856
51472,30,1,2016/3/29,5.722768363
51473,25,1,2016/5/28,5.292153929
51474,35,1,2016/5/21,5.97467729
51475,35,1,2015/12/29,5.97467729
51476,45,1,2016/5/24,5.292153929
51477,45,1,2016/4/14,5.97467729
51478,30,2,2016/2/17,6.292054527
51479,30,1,2016/4/15,5.97467729
51480,30,1,2016/4/29,5.722768363
51481,25,1,2016/2/25,6.153413856
51482,30,1,2016/5/2,6.292054527
51483,35,1,2016/4/26,6.292054527
51484,45,1,2016/1/27,5.97467729
51485,30,2,2016/6/11,5.722768363
51486,30,1,2016/3/29,5.292153929
51487,35,1,2016/1/24,6.292054527
51488,35,2,2016/2/8,5.722768363
51489,30,1,2016/2/16,6.292054527
51490,40,1,2015/12/27,6.292054527
51491,40,2,2016/5/24,5.97467729
51492,30,1,2015/12/7,6.153413856
51493,40,1,2016/1/28,6.153413856
51494,30,1,2016/6/24,5.292153929
51495,30,1,2016/1/7,5.722768363
51496,30,1,2015/12/18,6.292054527
51497,35,1,2016/1/7,5.97467729
51498,25,2,2015/12/17,5.722768363
51499,25,1,2016/2/11,5.292153929
51500,35,1,2016/1/11,6.292054527
51501,40,1,2016/2/16,6.292054527
51502,35,1,2016/6/28,5.292153929
51503,35,2,2016/3/24,5.97467729
51504,30,2,2016/6/16,5.97467729
51505,35,1,2016/5/6,6.292054527
51506,30,2,2016/1/28,5.292153929
51507,40,2,2016/3/28,5.97467729
51508,30,2,2016/5/21,5.722768363
51509,25,1,2016/6/22,5.97467729
51510,25,1,2016/1/30,5.292153929
51511,35,1,2016/2/12,5.722768363
51512,40,1,2016/6/12,5.97467729
51513,40,1,2016/6/28,6.153413856
51514,35,1,2016/1/3,5.722768363
51515,30,1,2016/1/7,6.292054527
51516,30,1,2015/12/17,6.292054527
51517,35,1,2015/12/16,5.97467729
51518,50,1,2016/1/28,5.97467729
51519,50,1,2016/1/19,5.722768363
51520,35,1,2016/6/25,5.97467729
51521,40,1,2016/4/16,5.97467729
51522,30,1,2015/12/18,6.153413856
51523,45,1,2015/12/27,6.292054527
51524,30,1,2015/12/15,6.292054527
51525,25,1,2016/1/28,5.292153929
51526,30,1,2016/6/16,5.292153929
51527,25,1,2016/5/12,5.722768363
51528,35,1,2016/5/7,5.722768363
51529,30,1,2016/2/5,5.722768363
51530,35,1,2016/1/28,5.97467729
51531,45,2,2016/3/16,6.292054527
51532,40,1,2016/1/28,5.97467729
51533,35,1,2016/4/15,5.722768363
51534,25,1,2016/5/25,5.292153929
51535,30,1,2016/1/10,5.292153929
51536,35,1,2016/5/22,6.153413856
51537,40,1,2015/12/30,5.722768363
51538,35,1,2016/2/17,6.153413856
51539,45,1,2016/3/17,5.292153929
51540,35,1,2016/6/24,6.292054527
51541,35,1,2016/6/30,6.292054527
51542,30,1,2016/2/22,6.292054527
51543,25,1,2016/4/15,6.292054527
51544,40,1,2016/1/28,5.97467729
51545,40,1,2016/2/16,5.97467729
51546,25,1,2016/6/30,5.292153929
51547,30,2,2016/3/11,5.722768363
51548,35,1,2015/12/16,6.292054527
51549,30,1,2015/12/17,5.722768363
51550,30,1,2016/6/10,6.292054527
51551,40,2,2016/5/18,6.153413856
51552,30,1,2016/2/2,5.292153929
51553,25,1,2016/5/6,6.153413856
51554,30,1,2016/1/28,6.153413856
51555,25,1,2016/3/24,5.722768363
51556,25,1,2016/2/16,5.292153929
51557,40,1,2016/2/1,5.97467729
51558,25,2,2016/1/27,5.722768363
51559,25,2,2016/4/6,5.97467729
51560,30,1,2016/1/28,5.722768363
51561,25,1,2016/2/16,5.722768363
51562,40,1,2016/1/6,5.722768363
51563,40,1,2016/5/3,5.292153929
51564,25,1,2016/5/21,5.722768363
51565,35,1,2015/12/25,6.153413856
51566,35,1,2015/12/5,6.153413856
51567,30,1,2016/6/17,6.292054527
51568,30,1,2015/12/17,5.722768363
51569,30,1,2016/4/14,5.97467729
51570,25,1,2016/5/21,5.722768363
51571,40,1,2016/1/19,5.97467729
51572,40,1,2016/2/19,6.292054527
51573,35,1,2016/1/28,6.153413856
51574,25,1,2016/3/14,5.292153929
51575,35,2,2016/3/24,5.722768363
51576,35,2,2016/4/23,6.153413856
51577,30,1,2016/3/24,6.292054527
51578,35,1,2016/1/22,6.153413856
51579,25,1,2016/4/10,5.292153929
51580,35,1,2016/3/23,5.97467729
51581,30,1,2016/4/20,6.153413856
51582,25,1,2016/4/15,5.97467729
51583,30,1,2016/1/28,5.292153929
51584,30,1,2016/4/14,5.97467729
51585,50,1,2016/2/1,6.153413856
51586,30,1,2016/6/3,6.292054527
51587,35,2,2015/12/20,5.722768363
51588,35,1,2016/1/1,6.292054527
51589,25,1,2016/3/23,5.97467729
51590,25,1,2016/3/15,5.722768363
51591,50,1,2016/6/1,5.97467729
51592,25,2,2016/2/11,5.292153929
51593,35,1,2015/12/3,5.722768363
51594,25,1,2015/12/17,6.153413856
51595,30,2,2016/2/3,5.97467729
51596,30,1,2016/6/22,5.292153929
51597,30,1,2016/1/27,5.722768363
51598,30,1,2016/3/13,5.292153929
51599,35,1,2016/5/25,5.97467729
51600,35,2,2016/4/25,5.97467729
51601,35,1,2016/4/23,6.153413856
51602,35,1,2016/5/31,5.292153929
51603,30,1,2016/5/23,5.292153929
51604,25,1,2016/1/6,5.97467729
51605,35,1,2016/3/16,5.292153929
51606,35,1,2016/1/28,6.153413856
51607,40,2,2016/5/24,5.292153929
51608,30,2,2016/1/1,5.292153929
51609,30,1,2016/2/13,5.97467729
51610,40,2,2016/2/16,5.292153929
51611,30,1,2016/1/13,5.97467729
51612,35,1,2016/6/17,5.722768363
51613,40,1,2015/12/17,6.292054527
51614,30,1,2015/12/31,5.97467729
51615,30,1,2016/2/1,6.153413856
51616,35,1,2015/12/2,6.292054527
51617,30,1,2016/6/20,5.97467729
51618,30,1,2016/4/21,6.292054527
51619,35,1,2016/2/25,6.292054527
51620,30,1,2015/12/20,6.153413856
51621,40,1,2015/12/19,6.292054527
51622,35,1,2015/12/12,6.292054527
51623,30,1,2016/2/24,5.722768363
51624,40,1,2016/4/16,5.292153929
51625,35,1,2016/4/17,6.292054527
51626,30,2,2016/6/9,5.722768363
51627,40,1,2016/5/23,6.292054527
51628,40,1,2016/4/13,6.292054527
51629,30,1,2016/2/9,5.97467729
51630,40,1,2015/12/7,5.722768363
51631,30,1,2016/1/30,6.153413856
51632,30,1,2016/1/28,5.722768363
51633,35,1,2016/3/10,6.153413856
51634,30,1,2016/5/20,5.292153929
51635,35,1,2015/12/17,5.97467729
51636,30,1,2016/6/16,5.292153929
51637,45,1,2016/3/29,6.153413856
51638,30,1,2016/3/29,5.722768363
51639,30,1,2015/12/4,5.722768363
51640,40,1,2016/4/19,6.292054527
51641,30,1,2016/1/28,5.292153929
51642,35,1,2015/12/31,6.292054527
51643,30,1,2016/3/29,6.292054527
51644,30,1,2016/2/6,5.722768363
51645,35,1,2016/1/15,6.292054527
51646,30,1,2016/5/17,5.97467729
51647,35,1,2016/2/16,5.97467729
51648,25,1,2016/6/11,5.292153929
51649,30,1,2016/5/21,5.292153929
51650,35,1,2016/4/22,6.153413856
51651,30,1,2016/5/10,5.292153929
51652,25,1,2016/1/27,6.153413856
51653,35,1,2015/12/4,6.153413856
51654,30,1,2016/1/11,5.722768363
51655,25,1,2016/5/21,6.292054527
51656,40,1,2016/2/17,5.292153929
51657,35,1,2016/2/7,6.292054527
51658,30,1,2016/2/16,5.97467729
51659,45,1,2016/1/27,5.97467729
51660,25,1,2016/5/1,5.97467729
51661,35,1,2016/4/19,5.97467729
51662,25,1,2016/5/24,5.97467729
51663,40,1,2016/3/21,5.292153929
51664,40,1,2016/2/6,5.97467729
51665,40,1,2016/1/15,5.97467729
51666,45,1,2016/3/23,6.292054527
51667,35,1,2016/1/29,5.97467729
51668,30,1,2015/12/2,6.153413856
51669,25,1,2016/6/16,6.292054527
51670,40,1,2016/2/28,6.292054527
51671,30,1,2016/2/4,6.153413856
51672,25,1,2016/3/12,5.292153929
51673,30,2,2016/1/18,6.292054527
51674,30,1,2016/5/2,5.292153929
51675,40,1,2016/1/9,6.292054527
51676,45,1,2016/1/5,6.292054527
