,active_ability
35741,0
35742,0
35743,2.333333333
35744,1
35745,1.333333333
35746,4.333333333
35747,1
35748,8.666666667
35749,0.666666667
35750,1.333333333
35751,2.666666667
35752,0
35753,0
35754,1.333333333
35755,19.66666667
35756,0
35757,0
35758,2
35759,2.666666667
35760,11.33333333
35761,0
35762,9.333333333
35763,2
35764,0
35765,0.333333333
35766,0.333333333
35767,9
35768,0.666666667
35769,3.666666667
35770,4
35771,0.666666667
35772,6.666666667
35773,8.333333333
35774,3
35775,10
35776,0
35777,0
35778,1.666666667
35779,2
35780,0
35781,1.333333333
35782,5
35783,13
35784,0
35785,0.333333333
35786,17.66666667
35787,2
35788,0.666666667
35789,9
35790,0.333333333
35791,0
35792,0
35793,1.333333333
35794,0
35795,0
35796,0.666666667
35797,8
35798,1.666666667
35799,7
35800,4.666666667
35801,0.333333333
35802,0
35803,1.666666667
35804,0
35805,4.666666667
35806,6.666666667
35807,0
35808,2
35809,0
35810,7
35811,3.666666667
35812,0
35813,1.666666667
35814,0
35815,2.333333333
35816,0
35817,0.666666667
35818,0
35819,4.333333333
35820,1.333333333
35821,3
35822,0
35823,3.666666667
35824,0
35825,0
35826,4.666666667
35827,0
35828,3.333333333
35829,2
35830,1.333333333
35831,0
35832,0.333333333
35833,6
35834,0.333333333
35835,5.666666667
35836,3.666666667
35837,0.333333333
35838,8.666666667
35839,0.333333333
35840,5.666666667
35841,0
35842,0
35843,1
35844,2
35845,5.333333333
35846,14.33333333
35847,0.333333333
35848,0.333333333
35849,3.666666667
35850,11.33333333
35851,0
35852,1.666666667
35853,1.333333333
35854,1
35855,5.333333333
35856,0
35857,1.333333333
35858,1
35859,0
35860,0
35861,16.33333333
35862,0.666666667
35863,0.666666667
35864,2
35865,0
35866,1
35867,9
35868,4
35869,2
35870,0
35871,3
35872,6
35873,8.666666667
35874,3.666666667
35875,5.333333333
35876,0.666666667
35877,0
35878,2.333333333
35879,1.333333333
35880,4
35881,0
35882,0
35883,8
35884,3.333333333
35885,0.333333333
35886,14.33333333
35887,0
35888,0
35889,1
35890,2.333333333
35891,1
35892,1.666666667
35893,13.66666667
35894,2
35895,4.333333333
35896,0
35897,19.66666667
35898,1
35899,2
35900,1.333333333
35901,6.666666667
35902,8.666666667
35903,6
35904,0
35905,0.666666667
35906,1
35907,0
35908,3.666666667
35909,0.666666667
35910,1
35911,0.333333333
35912,1.666666667
35913,2
35914,0
35915,3.666666667
35916,5.666666667
35917,3.333333333
35918,0.666666667
35919,8
35920,0
35921,2.666666667
35922,1
35923,6.666666667
35924,1.333333333
35925,0.333333333
35926,0.333333333
35927,7.666666667
35928,0.333333333
35929,6
35930,2.333333333
35931,2.333333333
35932,0
35933,2.666666667
35934,1
35935,2
35936,1
35937,4.333333333
35938,0
35939,0
35940,0
35941,1
35942,0.666666667
35943,5.333333333
35944,4
35945,1
35946,1.333333333
35947,2
35948,2.333333333
35949,0.666666667
35950,4.333333333
35951,20
35952,2.333333333
35953,5.333333333
35954,1.333333333
35955,1.666666667
35956,10
35957,0
35958,6.333333333
35959,2.666666667
35960,6
35961,0
35962,1.333333333
35963,1.333333333
35964,0
35965,2
35966,2.333333333
35967,32.66666667
35968,1.666666667
35969,19.66666667
35970,0.666666667
35971,5
35972,0
35973,0.666666667
35974,0.333333333
35975,19.66666667
35976,0
35977,0
35978,0
35979,1.333333333
35980,0
35981,1
35982,0
35983,27.66666667
35984,0
35985,0.666666667
35986,0.666666667
35987,0
35988,11.66666667
35989,0
35990,0
35991,23.66666667
35992,0
35993,1.666666667
35994,0
35995,0
35996,1.333333333
35997,0.333333333
35998,17.33333333
35999,0.666666667
36000,0
36001,7.333333333
36002,9.666666667
36003,0.333333333
36004,2.333333333
36005,1.333333333
36006,3.333333333
36007,2
36008,11.66666667
36009,2.666666667
36010,0.333333333
36011,0
36012,4
36013,2.333333333
36014,0.666666667
36015,7
36016,7.666666667
36017,1.333333333
36018,0
36019,0
36020,2
36021,7
36022,2.333333333
36023,2.666666667
36024,16.33333333
36025,1.666666667
36026,2
36027,1.333333333
36028,9.333333333
36029,0
36030,1.333333333
36031,6.666666667
36032,0
36033,4.666666667
36034,10
36035,0
36036,4.666666667
36037,0
36038,3
36039,0
36040,1.666666667
36041,0
36042,7.333333333
36043,4.666666667
36044,0
36045,0
36046,4.666666667
36047,0
36048,0
36049,0
36050,0
36051,3.666666667
36052,2.333333333
36053,4.333333333
36054,0
36055,0
36056,9.333333333
36057,8.666666667
36058,5.666666667
36059,2
36060,1.333333333
36061,2
36062,0
36063,4.333333333
36064,0
36065,2
36066,1.666666667
36067,0
36068,1
36069,6
36070,6.666666667
36071,16.33333333
36072,2.666666667
36073,0.666666667
36074,0
36075,1.333333333
36076,1
36077,0.666666667
36078,0.666666667
36079,0
36080,0
36081,0
36082,4.333333333
36083,1
36084,3.333333333
36085,0
36086,0
36087,0
36088,17
36089,1.333333333
36090,0
36091,2
36092,1
36093,2.666666667
36094,0
36095,5.333333333
36096,12
36097,7.333333333
36098,7.333333333
36099,1.333333333
36100,2.333333333
36101,0
36102,0
36103,0
36104,0.666666667
36105,2.333333333
36106,3
36107,3
36108,5.666666667
36109,8.666666667
36110,1
36111,0
36112,0
36113,7.666666667
36114,2
36115,2
36116,1
36117,3.666666667
36118,6
36119,0
36120,4.333333333
36121,5
36122,0
36123,0
36124,5.333333333
36125,1.333333333
36126,5
36127,0
36128,0
36129,5
36130,22.33333333
36131,0
36132,5.333333333
36133,5
36134,7.333333333
36135,2.666666667
36136,0
36137,1
36138,1
36139,0
36140,1.333333333
36141,0
36142,0
36143,1
36144,0
36145,4.666666667
36146,2
36147,1.333333333
36148,0.666666667
36149,0.333333333
36150,1.666666667
36151,1
36152,5.666666667
36153,3.666666667
36154,3.666666667
36155,12
36156,0
36157,6
36158,0
36159,2
36160,0
36161,0
36162,0.333333333
36163,3.666666667
36164,2.333333333
36165,2.666666667
36166,5
36167,5.333333333
36168,0.666666667
36169,2.666666667
36170,6
36171,2
36172,3
36173,0.333333333
36174,0.333333333
36175,1.666666667
36176,1
36177,1.666666667
36178,4
36179,0.333333333
36180,1
36181,1.666666667
36182,2
36183,1.333333333
36184,0.666666667
36185,1.333333333
36186,5.666666667
36187,0
36188,8.333333333
36189,1
36190,0.333333333
36191,0
36192,0.666666667
36193,4.333333333
36194,1.666666667
36195,0
36196,0
36197,0
36198,0.666666667
36199,3.333333333
36200,2.666666667
36201,1
36202,3.333333333
36203,3.666666667
36204,0
36205,1.333333333
36206,1
36207,1.666666667
36208,5
36209,0
36210,8
36211,0.333333333
36212,0.333333333
36213,3
36214,1
36215,1.333333333
36216,3
36217,0.333333333
36218,0.666666667
36219,0
36220,10.66666667
36221,1
36222,2.333333333
36223,6.333333333
36224,4.333333333
36225,2.333333333
36226,0
36227,1
36228,2.333333333
36229,3
36230,2
36231,5.666666667
36232,2
36233,2.333333333
36234,0
36235,1
36236,2
36237,0
36238,0
36239,0.333333333
36240,1.666666667
36241,5.333333333
36242,0
36243,0
36244,2
36245,2
36246,10.33333333
36247,2.333333333
36248,0
36249,0
36250,6
36251,4.666666667
36252,3.333333333
36253,3.333333333
36254,12.33333333
36255,1
36256,1.666666667
36257,0.333333333
36258,5.333333333
36259,9.333333333
36260,5.666666667
36261,0
36262,0
36263,1
36264,0
36265,4.333333333
36266,1.333333333
36267,0.333333333
36268,2.666666667
36269,0
36270,1.666666667
36271,3.666666667
36272,4.666666667
36273,4
36274,2
36275,3
36276,2
36277,4.666666667
36278,0
36279,4.666666667
36280,5.333333333
36281,1.333333333
36282,0.666666667
36283,2.333333333
36284,4.333333333
36285,0.333333333
36286,2.666666667
36287,0.333333333
36288,1
36289,1.666666667
36290,0.333333333
36291,0
36292,0.666666667
36293,3
36294,0
36295,0
36296,0
36297,0.333333333
36298,0
36299,0
36300,1.666666667
36301,0
36302,4
36303,7
36304,2
36305,1.666666667
36306,3.333333333
36307,0
36308,6.333333333
36309,1
36310,0
36311,0.666666667
36312,0
36313,2.666666667
36314,0.333333333
36315,2.666666667
36316,57
36317,5.333333333
36318,0
36319,2
36320,0
36321,0.333333333
36322,16.33333333
36323,3
36324,0
36325,1.333333333
36326,2.333333333
36327,0
36328,6.666666667
36329,0
36330,0.666666667
36331,6.333333333
36332,0.333333333
36333,5.333333333
36334,2
36335,5
36336,1
36337,0
36338,0.333333333
36339,0.666666667
36340,6
36341,1
36342,2
36343,2
36344,2
36345,9.666666667
36346,1.333333333
36347,0.666666667
36348,8.333333333
36349,0.333333333
36350,4
36351,9
36352,2
36353,0
36354,1
36355,0
36356,0
36357,2.666666667
36358,0.666666667
36359,2
36360,0.333333333
36361,6.333333333
36362,0
36363,10.66666667
36364,1.666666667
36365,2.333333333
36366,3.666666667
36367,0.666666667
36368,0
36369,0
36370,2.666666667
36371,0
36372,0
36373,6
36374,0.333333333
36375,4.333333333
36376,0.666666667
36377,0
36378,0.666666667
36379,2
36380,9
36381,5
36382,2
36383,0
36384,0
36385,6.666666667
36386,1
36387,2
36388,6.666666667
36389,1
36390,1.333333333
36391,2.666666667
36392,1.333333333
36393,1
36394,0
36395,4.333333333
36396,20.33333333
36397,2.666666667
36398,6.333333333
36399,2.666666667
36400,3.333333333
36401,3.333333333
36402,6.666666667
36403,0
36404,0.333333333
36405,4.666666667
36406,2
36407,1
36408,0.333333333
36409,1
36410,3.333333333
36411,2
36412,8.333333333
36413,1.333333333
36414,1.666666667
36415,3.666666667
36416,9.333333333
36417,2.666666667
36418,8.333333333
36419,0
36420,1.666666667
36421,1.333333333
36422,0.666666667
36423,0
36424,0
36425,0.666666667
36426,4
36427,0.666666667
36428,0.333333333
36429,12
36430,1.666666667
36431,2
36432,3
36433,0
36434,1
36435,1.666666667
36436,2
36437,0
36438,0.333333333
36439,3.666666667
36440,0.666666667
36441,1.666666667
36442,0
36443,5.666666667
36444,0
36445,2.666666667
36446,0
36447,7.333333333
36448,0
36449,5.333333333
36450,8.666666667
36451,0
36452,0
36453,0
36454,3
36455,2.666666667
36456,5
36457,0
36458,5.333333333
36459,0
36460,3
36461,6.666666667
36462,0.666666667
36463,1.666666667
36464,0
36465,10.66666667
36466,3
36467,0
36468,0.666666667
36469,0
36470,9.333333333
36471,2.333333333
36472,6
36473,8
36474,6
36475,1.333333333
36476,0
36477,1.666666667
36478,3.333333333
36479,10.33333333
36480,10.33333333
36481,0
36482,4.333333333
36483,0
36484,0
36485,0.333333333
36486,0.666666667
36487,1.333333333
36488,3
36489,1
36490,0.666666667
36491,2
36492,3.333333333
36493,0
36494,0
36495,1.666666667
36496,0
36497,1.666666667
36498,5.333333333
36499,0
36500,2
36501,39.66666667
36502,1
36503,2.333333333
36504,3.333333333
36505,0
36506,0
36507,0
36508,1.666666667
36509,1
36510,3
36511,3
36512,0.666666667
36513,4.666666667
36514,63
36515,4.666666667
36516,1
36517,0
36518,5.333333333
36519,2.333333333
36520,0.333333333
36521,0
36522,1.333333333
36523,5.333333333
36524,0
36525,2.666666667
36526,1
36527,1
36528,1
36529,0
36530,4
36531,1.333333333
36532,5.333333333
36533,2.666666667
36534,4.333333333
36535,1
36536,2.333333333
36537,1
36538,0.333333333
36539,0.333333333
36540,0
36541,0
36542,2.666666667
36543,0
36544,0.333333333
36545,10
36546,0.333333333
36547,0
36548,0
36549,1
36550,0
36551,0.666666667
36552,14.66666667
36553,4.666666667
36554,0
36555,7.666666667
36556,4.333333333
36557,5.333333333
36558,5.666666667
36559,34
36560,5
36561,0
36562,0
36563,15.33333333
36564,9.666666667
36565,4.333333333
36566,3
36567,0
36568,0
36569,2
36570,0
36571,0.333333333
36572,0
36573,0.666666667
36574,0
36575,4.666666667
36576,1.666666667
36577,9.666666667
36578,2.333333333
36579,0
36580,0.333333333
36581,1.333333333
36582,1
36583,0
36584,0.666666667
36585,5.666666667
36586,0.333333333
36587,1.666666667
36588,1
36589,3
36590,1
36591,6.333333333
36592,0
36593,0
36594,3
36595,1
36596,7
36597,0.333333333
36598,5.333333333
36599,0
36600,12.33333333
36601,0.333333333
36602,0
36603,5.333333333
36604,11.33333333
36605,2.333333333
36606,3.333333333
36607,0
36608,8
36609,0
36610,5.666666667
36611,21.66666667
36612,4.333333333
36613,5.333333333
36614,7.333333333
36615,0
36616,4
36617,7
36618,0.666666667
36619,0
36620,0
36621,2
36622,23.66666667
36623,1
36624,0.333333333
36625,4.333333333
36626,1.666666667
36627,0
36628,0
36629,1
36630,1
36631,0
36632,0
36633,0.666666667
36634,1.333333333
36635,2
36636,4
36637,1.666666667
36638,0
36639,0.666666667
36640,11.66666667
36641,13
36642,1
36643,3.666666667
36644,3.666666667
36645,2
36646,9.666666667
36647,2.666666667
36648,0.666666667
36649,1.666666667
36650,7
36651,2.333333333
36652,0.666666667
36653,0
36654,1
36655,3
36656,3
36657,7.333333333
36658,7
36659,0.666666667
36660,8.333333333
36661,4.333333333
36662,9.333333333
36663,2.333333333
36664,2.666666667
36665,2.666666667
36666,1.666666667
36667,2.333333333
36668,3.666666667
36669,1.666666667
36670,2.666666667
36671,0
36672,9.333333333
36673,2.666666667
36674,2
36675,0.333333333
36676,2.666666667
36677,0
36678,0
36679,0.666666667
36680,2.666666667
36681,3.333333333
36682,2.333333333
36683,2
36684,0
36685,1.333333333
36686,0
36687,0
36688,0
36689,6.333333333
36690,1.666666667
36691,0
36692,0.333333333
36693,5
36694,0
36695,3.666666667
36696,4.666666667
36697,0.333333333
36698,12.66666667
36699,2.666666667
36700,0
36701,7.333333333
36702,2.666666667
36703,0
36704,3
36705,0
36706,0
36707,3
36708,0
36709,7
36710,2
36711,0
36712,0
36713,0
36714,0
36715,5.666666667
36716,0.333333333
36717,0.333333333
36718,30.33333333
36719,0.666666667
36720,0
36721,4.333333333
36722,1.333333333
36723,0
36724,5.666666667
36725,0.333333333
36726,8
36727,1
36728,1
36729,1.333333333
36730,0
36731,2.333333333
36732,2.333333333
36733,1.333333333
36734,0
36735,8.333333333
36736,0
36737,3.333333333
36738,1.333333333
36739,0
36740,0.666666667
36741,0.666666667
36742,13.33333333
36743,1.666666667
36744,0
36745,0
36746,4
36747,0
36748,4
36749,15
36750,0
36751,0.333333333
36752,4.666666667
36753,11.33333333
36754,22
36755,0.666666667
36756,2.333333333
36757,0
36758,7
36759,2.666666667
36760,5.333333333
36761,8.333333333
36762,3.666666667
36763,0.333333333
36764,0
36765,12.66666667
36766,1.333333333
36767,13.33333333
36768,6
36769,3.333333333
36770,3.333333333
36771,1.666666667
36772,2.666666667
36773,0.333333333
36774,1.333333333
36775,9.333333333
36776,0.333333333
36777,2.333333333
36778,0
36779,0.666666667
36780,4.666666667
36781,0
36782,0
36783,3
36784,2.333333333
36785,0
36786,0
36787,12
36788,1
36789,0
36790,0.333333333
36791,2.333333333
36792,1
36793,4.666666667
36794,3.666666667
36795,0
36796,1
36797,0.333333333
36798,10.66666667
36799,10.66666667
36800,1.666666667
36801,6
36802,8.333333333
36803,6.333333333
36804,1
36805,2
36806,0
36807,2
36808,2.333333333
36809,0.333333333
36810,6.666666667
36811,0
36812,2.666666667
36813,2.333333333
36814,0
36815,1.666666667
36816,5.333333333
36817,0
36818,7.333333333
36819,2.666666667
36820,3.666666667
36821,0
36822,2
36823,1.333333333
36824,0
36825,5.333333333
36826,0.666666667
36827,0
36828,4.333333333
36829,0
36830,0.333333333
36831,0.333333333
36832,0
36833,5.333333333
36834,6
36835,0
36836,5.666666667
36837,6.333333333
36838,13
36839,0
36840,0
36841,9
36842,80.33333333
36843,6
36844,0
36845,1
36846,0.333333333
36847,0
36848,0
36849,4.666666667
36850,1
36851,0.666666667
36852,0
36853,1.666666667
36854,0
36855,3
36856,17.33333333
36857,1
36858,0
36859,13
36860,0
36861,0
36862,0
36863,0
36864,0
36865,0.666666667
36866,1
36867,0.333333333
36868,4
36869,17
36870,3.666666667
36871,19.66666667
36872,0
36873,0
36874,1.666666667
36875,0
36876,0
36877,21.66666667
36878,0.333333333
36879,3.333333333
36880,2.666666667
36881,0
36882,10.33333333
36883,0
36884,0
36885,1.666666667
36886,6
36887,0.666666667
36888,0
36889,6.333333333
36890,6.333333333
36891,0
36892,0.333333333
36893,0
36894,0
36895,0.333333333
36896,15
36897,1
36898,0
36899,0
36900,4.333333333
36901,0
36902,0
36903,0
36904,2.666666667
36905,10
36906,37.33333333
36907,0.333333333
36908,0.666666667
36909,0
36910,0
36911,11.66666667
36912,0
36913,2.666666667
36914,2.666666667
36915,3.666666667
36916,0.333333333
36917,0
36918,1
36919,4.333333333
36920,1.666666667
36921,0
36922,15.66666667
36923,0
36924,3.666666667
36925,0
36926,2.666666667
36927,4.333333333
36928,4
36929,8.666666667
36930,0.333333333
36931,5.666666667
36932,0.333333333
36933,10.66666667
36934,1.666666667
36935,1.333333333
36936,0
36937,4.666666667
36938,0
36939,8.333333333
36940,1
36941,3.333333333
36942,7.666666667
36943,0
36944,5
36945,2
36946,5
36947,1.666666667
36948,6
36949,4
36950,2
36951,4.666666667
36952,2.333333333
36953,2.333333333
36954,0.333333333
36955,1
36956,7
36957,1.666666667
36958,1.666666667
36959,0
36960,1
36961,0
36962,0
36963,0.666666667
36964,0.333333333
36965,2
36966,10.33333333
36967,0.666666667
36968,2.666666667
36969,7
36970,2.333333333
36971,1.333333333
36972,5.333333333
36973,0.666666667
36974,2.666666667
36975,10
36976,5.666666667
36977,4
36978,4
36979,0
36980,1
36981,0
36982,5
36983,0
36984,1
36985,0.666666667
36986,0.333333333
36987,0.333333333
36988,0
36989,0
36990,5.333333333
36991,0.666666667
36992,5
36993,0.333333333
36994,0
36995,2
36996,0.666666667
36997,1.666666667
36998,1.333333333
36999,2.333333333
37000,0
37001,16
37002,0
37003,3.333333333
37004,2
37005,2
37006,0.333333333
37007,3.666666667
37008,0.666666667
37009,17
37010,0
37011,0
37012,0
37013,0
37014,0
37015,2
37016,3
37017,14.33333333
37018,0
37019,0.666666667
37020,26.33333333
37021,8
37022,0.666666667
37023,0
37024,0
37025,1.333333333
37026,4
37027,0
37028,4.333333333
37029,0
37030,0.333333333
37031,2
37032,1.333333333
37033,1.333333333
37034,3.333333333
37035,1.666666667
37036,5.333333333
37037,3
37038,0
37039,5.333333333
37040,0.666666667
37041,1.333333333
37042,0
37043,0.666666667
37044,0.333333333
37045,0
37046,4
37047,2.666666667
37048,2.333333333
37049,4.333333333
37050,0
37051,8
37052,0
37053,0.333333333
37054,3.333333333
37055,0
37056,0
37057,3.333333333
37058,6.666666667
37059,6.666666667
37060,4.333333333
37061,0
37062,4
37063,7
37064,1
37065,2.666666667
37066,0
37067,3.333333333
37068,0
37069,0
37070,1
37071,0
37072,0.333333333
37073,1.333333333
37074,0
37075,0
37076,0
37077,0.666666667
37078,0.666666667
37079,0
37080,0
37081,9
37082,0
37083,4.333333333
37084,0
37085,0
37086,0.333333333
37087,2.333333333
37088,0
37089,1.333333333
37090,2
37091,1.333333333
37092,3.333333333
37093,1.333333333
37094,0
37095,2
37096,11.33333333
37097,0
37098,1
37099,0
37100,1.333333333
37101,2.666666667
37102,0.666666667
37103,10
37104,0
37105,3.333333333
37106,0.666666667
37107,0
37108,6
37109,0
37110,9.333333333
37111,2
37112,7.666666667
37113,1
37114,13
37115,1.666666667
37116,1
37117,0.666666667
37118,0
37119,1.666666667
37120,1.666666667
37121,2
37122,0
37123,1.666666667
37124,4
37125,0
37126,0.666666667
37127,0.666666667
37128,2
37129,0
37130,4.666666667
37131,3.666666667
37132,0.666666667
37133,4
37134,0
37135,0.333333333
37136,1.333333333
37137,0
37138,0
37139,3
37140,0
37141,6
37142,0
37143,2
37144,12.33333333
37145,0.333333333
37146,0.333333333
37147,0.666666667
37148,0.666666667
37149,25.33333333
37150,0
37151,1.333333333
37152,11.66666667
37153,0.666666667
37154,0.333333333
37155,4.333333333
37156,0
37157,0.666666667
37158,0
37159,0
37160,4.666666667
37161,0
37162,2.333333333
37163,6.333333333
37164,0.333333333
37165,0.333333333
37166,0
37167,0.666666667
37168,0
37169,0
37170,0
37171,0
37172,0
37173,3.333333333
37174,7
37175,7.666666667
37176,0
37177,2.666666667
37178,13
37179,1.333333333
37180,16
37181,0
37182,0.333333333
37183,5
37184,0
37185,0.666666667
37186,0
37187,0
37188,0
37189,5.666666667
37190,8.666666667
37191,1
37192,3
37193,0.666666667
37194,3
37195,2.333333333
37196,9.666666667
37197,0
37198,9
37199,1.666666667
37200,9.333333333
37201,0
37202,1
37203,2.333333333
37204,5.333333333
37205,0.333333333
37206,0
37207,0.333333333
37208,0
37209,3.333333333
37210,0.333333333
37211,2
37212,1.666666667
37213,0
37214,3.666666667
37215,8.666666667
37216,2
37217,3
37218,3
37219,0.666666667
37220,0
37221,2
37222,7.666666667
37223,0.333333333
37224,4
37225,0
37226,2.666666667
37227,0.333333333
37228,2
37229,3.666666667
37230,1
37231,0
37232,5.333333333
37233,0
37234,0.666666667
37235,1
37236,3
37237,10.33333333
37238,0
37239,0
37240,0
37241,0
37242,5.666666667
37243,4.666666667
37244,9.666666667
37245,5
37246,0
37247,0
37248,1
37249,0
37250,11.33333333
37251,4.666666667
37252,0
37253,0
37254,0
37255,0
37256,1.333333333
37257,6.333333333
37258,0.666666667
37259,6
37260,0.666666667
37261,0
37262,2.333333333
37263,0.666666667
37264,2.333333333
37265,0.666666667
37266,0.666666667
37267,5.666666667
37268,0.666666667
37269,2
37270,1.333333333
37271,0.666666667
37272,0
37273,1.666666667
37274,1.333333333
37275,2
37276,3.333333333
37277,0
37278,3
37279,0.333333333
37280,0
37281,1.333333333
37282,2
37283,3
37284,0
37285,1.666666667
37286,0.333333333
37287,0
37288,0.333333333
37289,0
37290,0
37291,0
37292,1.333333333
37293,2
37294,1
37295,2.333333333
37296,3
37297,4
37298,0
37299,1.666666667
37300,3.666666667
37301,5
37302,0
37303,3.666666667
37304,0
37305,3.666666667
37306,8
37307,2
37308,0
37309,2.666666667
37310,0.333333333
37311,2.333333333
37312,0.333333333
37313,5
37314,0
37315,2
37316,7
37317,22.66666667
37318,0
37319,0.333333333
37320,1
37321,0
37322,3.666666667
37323,3
37324,1
37325,0
37326,0
37327,0
37328,1.333333333
37329,9
37330,4
37331,0
37332,0.666666667
37333,2.333333333
37334,0.333333333
37335,7
37336,1.333333333
37337,1
37338,4
37339,10.33333333
37340,0.666666667
37341,4
37342,2.333333333
37343,5
37344,1.666666667
37345,1.333333333
37346,2.333333333
37347,7.333333333
37348,3.333333333
37349,4
37350,6
37351,0
37352,9
37353,1.333333333
37354,1
37355,0
37356,1
37357,1.666666667
37358,2
37359,5
37360,2.666666667
37361,0
37362,1.666666667
37363,0
37364,0
37365,1.333333333
37366,0.666666667
37367,0
37368,0
37369,0.666666667
37370,0.333333333
37371,0
37372,0.333333333
37373,0
37374,0
37375,12
37376,3
37377,1.666666667
37378,3.666666667
37379,0
37380,5
37381,0
37382,0
37383,0
37384,3.333333333
37385,5.333333333
37386,1
37387,0.666666667
37388,0
37389,0.666666667
37390,0
37391,4
37392,0
37393,0
37394,8
37395,3
37396,9.666666667
37397,0
37398,1.666666667
37399,0.333333333
37400,0
37401,6.333333333
37402,0.333333333
37403,0
37404,3
37405,0
37406,0.666666667
37407,1.666666667
37408,5.333333333
37409,0
37410,0.333333333
37411,18.33333333
37412,2.333333333
37413,1.333333333
37414,2
37415,3
37416,0.333333333
37417,6
37418,1.333333333
37419,2.333333333
37420,3.666666667
37421,2.333333333
37422,0
37423,2
37424,0
37425,3
37426,0
37427,10
37428,0
37429,0
37430,2.333333333
37431,7
37432,8
37433,0
37434,3.333333333
37435,6.333333333
37436,0
37437,6.666666667
37438,1
37439,0
37440,0
37441,0
37442,0.333333333
37443,1
37444,0
37445,2.333333333
37446,0.333333333
37447,1.666666667
37448,3.333333333
37449,0.666666667
37450,0
37451,1
37452,0.666666667
37453,5.666666667
37454,3.333333333
37455,0
37456,0
37457,0.666666667
37458,1.333333333
37459,0.333333333
37460,18.33333333
37461,0
37462,1
37463,0
37464,0
37465,1.333333333
37466,10.66666667
37467,1.666666667
37468,0
37469,11
37470,0.666666667
37471,0
37472,2.666666667
37473,0
37474,0
37475,0
37476,5.333333333
37477,2
37478,6.666666667
37479,8.666666667
37480,0.666666667
37481,1.333333333
37482,5.666666667
37483,1
37484,0
37485,7.333333333
37486,0
37487,1.666666667
37488,6.333333333
37489,0
37490,3.666666667
37491,0
37492,5
37493,0
37494,0.666666667
37495,7
37496,14.66666667
37497,3.666666667
37498,9.333333333
37499,0.666666667
37500,2.333333333
37501,0.333333333
37502,3.333333333
37503,0
37504,0.333333333
37505,3
37506,2.333333333
37507,13
37508,0
37509,3
37510,1
37511,0
37512,0
37513,0.333333333
37514,0
37515,0.333333333
37516,1.333333333
37517,2.666666667
37518,4.333333333
37519,1.333333333
37520,25.33333333
37521,0
37522,14.33333333
37523,1.333333333
37524,0
37525,6.666666667
37526,3.666666667
37527,0
37528,2.333333333
37529,0
37530,2.333333333
37531,0.333333333
37532,3
37533,3.333333333
37534,0
37535,0
37536,2
37537,1.333333333
37538,6.666666667
37539,5.333333333
37540,1
37541,4
37542,1
37543,0
37544,1
37545,7
37546,0
37547,0.333333333
37548,0
37549,8.333333333
37550,2.333333333
37551,0
37552,2.333333333
37553,0.666666667
37554,3.333333333
37555,1.666666667
37556,0.666666667
37557,0
37558,1.333333333
37559,1.333333333
37560,1.333333333
37561,2
37562,0
37563,0
37564,0.333333333
37565,1
37566,0.666666667
37567,0.666666667
37568,0
37569,1
37570,1
37571,0.666666667
37572,1
37573,8
37574,0
37575,0.333333333
37576,2.333333333
37577,0.333333333
37578,0.333333333
37579,0.666666667
37580,1.666666667
37581,0
37582,0.666666667
37583,0
37584,0.333333333
37585,0
37586,2
37587,13.66666667
37588,8.333333333
37589,0.333333333
37590,2.333333333
37591,0
37592,0
37593,0.333333333
37594,0
37595,3
37596,14.33333333
37597,4
37598,8
37599,2.666666667
37600,1
37601,0
37602,13.66666667
37603,0.333333333
37604,2
37605,0
37606,0
37607,1
37608,2
37609,1.333333333
37610,0.666666667
37611,0
37612,0
37613,20
37614,1.666666667
37615,0
37616,2.333333333
37617,1.666666667
37618,8
37619,1
37620,1
37621,2
37622,1.333333333
37623,5.333333333
37624,1.333333333
37625,2.666666667
37626,4
37627,14.33333333
37628,3.333333333
37629,6.666666667
37630,2.333333333
37631,0
37632,4.333333333
37633,3.666666667
37634,5.666666667
37635,3.666666667
37636,8.333333333
37637,0
37638,0
37639,3.333333333
37640,4.666666667
37641,0
37642,0.666666667
37643,0
37644,1.666666667
37645,1.666666667
37646,1
37647,6
37648,5.333333333
37649,0
37650,0
37651,4.333333333
37652,4.666666667
37653,0
37654,0
37655,0.666666667
37656,1.666666667
37657,5
37658,0
37659,4.666666667
37660,2
37661,5.666666667
37662,0
37663,0.333333333
37664,4.666666667
37665,0
37666,0.333333333
37667,0
37668,3.666666667
37669,0.333333333
37670,3
37671,14.66666667
37672,2.333333333
37673,0.666666667
37674,1.333333333
37675,0
37676,4.666666667
37677,0.666666667
37678,6.333333333
37679,0.666666667
37680,4
37681,0.666666667
37682,2
37683,0
37684,0
37685,4.666666667
37686,1.333333333
37687,1.333333333
37688,0
37689,8.666666667
37690,1.333333333
37691,8.333333333
37692,3.333333333
37693,1.666666667
37694,1.666666667
37695,5.333333333
37696,3
37697,1.666666667
37698,4.666666667
37699,2.333333333
37700,0
37701,2.666666667
37702,5.333333333
37703,3.666666667
37704,2.333333333
37705,1
37706,6.666666667
37707,3.333333333
37708,0
37709,0
37710,6.333333333
37711,5.333333333
37712,3.333333333
37713,8
37714,2
37715,1
37716,2
37717,18
37718,0.666666667
37719,0.333333333
37720,3
37721,2.333333333
37722,3.666666667
37723,2
37724,3
37725,12.66666667
37726,3.333333333
37727,1
37728,2.333333333
37729,0.666666667
37730,0
