,order_ability
48296,2.722706232
48297,2.81475657
48298,2.333726527
48299,2.380848246
48300,3.204277005
48301,
48302,3.320106572
48303,3.71731922
48304,3.930657669
48305,4.584059348
48306,2.610968372
48307,2.564916833
48308,5.351249219
48309,
48310,3.656550153
48311,3.398771818
48312,3.058612414
48313,3.260159359
48314,
48315,2.671578635
48316,2.407460331
48317,2.424400234
48318,2.732423339
48319,2.703576303
48320,2.042750324
48321,2.363181923
48322,3.187523201
48323,2.954367573
48324,2.725831994
48325,2.34266504
48326,2.424383257
48327,1.818923911
48328,3.125966626
48329,
48330,3.865058936
48331,2.543959311
48332,5.198318144
48333,2.79847816
48334,3.178372668
48335,2.381434677
48336,3.024369199
48337,
48338,2.120292465
48339,3.28324239
48340,2.186312387
48341,3.106601833
48342,3.118282029
48343,2.311922446
48344,2.763368367
48345,
48346,2.859360049
48347,3.29418312
48348,3.447834826
48349,2.34174912
48350,2.64226099
48351,2.199276861
48352,
48353,3.107138756
48354,4.351249219
48355,4.994808868
48356,3.181159973
48357,
48358,2.683448948
48359,2.56799065
48360,2.657785233
48361,1.987317934
48362,3.478044777
48363,3.313774027
48364,2.725706945
48365,2.840700392
48366,2.787536544
48367,2.354402457
48368,2.627551198
48369,2.40844708
48370,3.251319623
48371,
48372,2.255171222
48373,
48374,1.966276133
48375,4.070415071
48376,1.901574165
48377,3.171435431
48378,2.988183147
48379,3.044801672
48380,3.237348789
48381,3.690452835
48382,2.189881635
48383,2.434336257
48384,3.166547296
48385,3.431256347
48386,2.241536373
48387,2.482611792
48388,
48389,2.957379483
48390,2.140016965
48391,2.411756458
48392,2.525853716
48393,2.15735345
48394,1.024062594
48395,
48396,2.522713075
48397,2.999701872
48398,2.4136297
48399,3.185597619
48400,
48401,2.54053754
48402,1.903384528
48403,2.655483328
48404,2.625239668
48405,3.165553018
48406,2.665041536
48407,2.976132084
48408,2.399514468
48409,2.069564838
48410,2.367505148
48411,2.343045829
48412,2.639738513
48413,3.364883907
48414,
48415,2.441761122
48416,3.121232662
48417,2.62315526
48418,1.949046601
48419,2.963216065
48420,3.722706232
48421,
48422,2.427236791
48423,2.455166841
48424,1.756708724
48425,2.866304018
48426,2.075330914
48427,2.292029674
48428,2.59214461
48429,
48430,3.360046008
48431,2.683860645
48432,3.044844645
48433,2.681290176
48434,2.903690683
48435,2.660738562
48436,
48437,0.430676558
48438,2.526641448
48439,3.203783039
48440,
48441,2.357640459
48442,2.533163207
48443,3.571136741
48444,2.915287215
48445,3.543959311
48446,2.085624112
48447,3.456878609
48448,1.6706249
48449,2.335231113
48450,3.48385467
48451,2.695927018
48452,2.701274502
48453,2.55363629
48454,2.747818363
48455,3.319608949
48456,2.553210126
48457,2.014280494
48458,
48459,2.758298422
48460,2.486136694
48461,3.288915207
48462,2.867535604
48463,
48464,2.792029674
48465,3.049028929
48466,3.042672886
48467,2.564075016
48468,4.074203531
48469,2.656286756
48470,1.880005464
48471,1.979562772
48472,2.862407595
48473,2.636107422
48474,2.171355786
48475,2.983926592
48476,2.515569696
48477,2.620549561
48478,3.114235385
48479,3.497103546
48480,2.733850173
48481,3.225255996
48482,4.927537616
48483,2.48853947
48484,2.090014923
48485,2.198029204
48486,2.028517693
48487,
48488,2.519591557
48489,2.467390186
48490,3.366837325
48491,2.801150072
48492,2.218014246
48493,
48494,2.095435135
48495,2.210809075
48496,2.514027177
48497,2.469945217
48498,2.154975493
48499,
48500,3.04571365
48501,2.23975074
48502,2.131648669
48503,3.042575489
48504,
48505,3.306075678
48506,1.95512366
48507,4.27797899
48508,
48509,3.753606758
48510,2.232173614
48511,
48512,2.454739153
48513,2.332578855
48514,2.996432682
48515,2.989652311
48516,3.789238253
48517,2.945162862
48518,2.778652433
48519,2.949644921
48520,3.082395998
48521,2.713440908
48522,2.41777646
48523,2.457277579
48524,2.639738513
48525,
48526,2.607389821
48527,
48528,2.608233719
48529,
48530,2.17679346
48531,1.782004665
48532,3.491236597
48533,2.633541572
48534,2.56238768
48535,2.366277085
48536,
48537,
48538,2.301419898
48539,2.262092413
48540,2.446588045
48541,2.782619976
48542,2.562277981
48543,1.792427462
48544,
48545,2.745008295
48546,3.354075312
48547,3.013434134
48548,
48549,3.34702054
48550,2.219600272
48551,2.957039815
48552,2.774277531
48553,3.633304728
48554,2.233697025
48555,2.510423227
48556,2.501091629
48557,
48558,2.734708192
48559,2.407499808
48560,2.417130446
48561,2.050795546
48562,2.579646254
48563,4.405484972
48564,2.241202579
48565,3.614559276
48566,4.543544949
48567,3.267535362
48568,3.415589342
48569,2.866920117
48570,2.179107087
48571,3.825184548
48572,1.70057987
48573,2.146014837
48574,2.788421183
48575,2.720344802
48576,1.873147132
48577,2.219885015
48578,2.974350935
48579,3.0242285
48580,2.644454129
48581,
48582,2.847606153
48583,2.470742038
48584,2.946251501
48585,2.646605166
48586,
48587,3.143407859
48588,3.529527998
48589,3.608122149
48590,2.487774891
48591,2.632077072
48592,
48593,
48594,3.405432215
48595,2.587973673
48596,
48597,2.48401518
48598,
48599,
48600,2.111689326
48601,3.487019958
48602,2.243240218
48603,
48604,2.629302578
48605,2.937690694
48606,2.797086068
48607,2.250794249
48608,2.441761122
48609,3.135598927
48610,2.787147576
48611,2.746313761
48612,2.223992656
48613,0.761447546
48614,1.488765374
48615,2.984761786
48616,2.027223744
48617,4.407695787
48618,
48619,3.354067069
48620,2.078847395
48621,2.38509752
48622,4.003963873
48623,2.668679588
48624,1.972041565
48625,2.666266713
48626,2.91080812
48627,2.098604671
48628,2.609582047
48629,2.556940433
48630,2.37787346
48631,3.20117458
48632,3.182334378
48633,2.247895632
48634,2.931040434
48635,2.16066031
48636,2.686011958
48637,2.996776648
48638,
48639,2.276637838
48640,3.095156813
48641,
48642,3.168823926
48643,3.156593888
48644,2.923953973
48645,2.113282753
48646,2.820430412
48647,
48648,2.392039015
48649,1.8723231
48650,2.493225786
48651,2.682516402
48652,3.52734446
48653,2.87553136
48654,3.723636839
48655,2.255956747
48656,2.543276409
48657,2.689621959
48658,2.970130483
48659,2.123218842
48660,2.639738513
48661,2.722706232
48662,3.441039618
48663,1.816746944
48664,2.831059154
48665,2.641384517
48666,2.274703623
48667,
48668,3.003853136
48669,
48670,3.65679565
48671,3.07092187
48672,2.15341241
48673,2.800888134
48674,
48675,2.795888947
48676,
48677,2.601253089
48678,2.435865499
48679,2.685913451
48680,2.732756838
48681,
48682,
48683,3.306743046
48684,2.758010585
48685,3.059293759
48686,3.430676558
48687,1.818802281
48688,3.015162092
48689,
48690,2.102839903
48691,2.986433421
48692,2.133054632
48693,2.589100089
48694,2.104238336
48695,
48696,
48697,2.236799832
48698,2.616036759
48699,2.48337164
48700,2.852349601
48701,2.957613818
48702,2.102433987
48703,2.075134162
48704,3.065547119
48705,2.389208466
48706,1.412110955
48707,4.218601655
48708,2.320180983
48709,2.861353116
48710,2.429432644
48711,1.971660849
48712,2.264276888
48713,2.436859046
48714,
48715,2.646954759
48716,2.707428773
48717,2.070724324
48718,
48719,2.214835975
48720,2.113282753
48721,2.827165746
48722,3.082475114
48723,2.741680257
48724,2.713419395
48725,2.704344016
48726,2.64323184
48727,2.632219946
48728,2.724277863
48729,2.743371092
48730,2.419301173
48731,3.38611123
48732,2.492180414
48733,2.967956022
48734,3.34813026
48735,2.586630793
48736,2.957859235
48737,
48738,2.004502966
48739,2.714023318
48740,2.08977862
48741,3.249141268
48742,2.71119522
48743,
48744,
48745,3.277660106
48746,3.543959311
48747,2.843350488
48748,2.7009837
48749,1.85841903
48750,3.064935266
48751,
48752,2.724465064
48753,
48754,3.198868038
48755,2.173249338
48756,
48757,2.790303246
48758,
48759,2.806372018
48760,3.10284311
48761,2.393496013
48762,3.024369199
48763,2.152051403
48764,2.666057498
48765,3.67675226
48766,2.220514136
48767,2.638021562
48768,2.655333222
48769,2.792409731
48770,2.816029226
48771,2.52273744
48772,3.22751695
48773,2.614248301
48774,2.351494362
48775,
48776,2.373180068
48777,0.006182488
48778,2.441761122
48779,2.532556691
48780,5.031277245
48781,5.198318144
48782,2.726832719
48783,2.114711575
48784,2.136956797
48785,
48786,1.788946585
48787,2.027734651
48788,2.803968792
48789,3.016653293
48790,2.25626444
48791,3.60859961
48792,2.726025553
48793,3.292029674
48794,2.30837542
48795,2.588304399
48796,2.670404074
48797,2.898268868
48798,
48799,
48800,3.12890167
48801,2.450163199
48802,2.02082371
48803,2.278988608
48804,2.892935573
48805,0.430676558
48806,2.043363294
48807,2.285848909
48808,2.188472602
48809,1.827938592
48810,2.974635869
48811,2.663123925
48812,3.235049486
48813,3.262730414
48814,2.468609749
48815,2.53637028
48816,2.254811128
48817,2.13311615
48818,3.218032429
48819,2.710360748
48820,2.131648669
48821,3.405312427
48822,2.724076768
48823,2.949983971
48824,2.982244963
48825,2.836460561
48826,3.374863963
48827,3.374730299
48828,2.430427825
48829,2.079983854
48830,2.744781236
48831,2.402000532
48832,1.960540409
48833,2.169722735
48834,3.35516734
48835,2.87927072
48836,
48837,2.484272066
48838,
48839,3.361477333
48840,2.425425
48841,3.337539446
48842,2.891379286
48843,1.915977799
48844,2.458257894
48845,
48846,3.000940468
48847,2.718641934
48848,2.247470605
48849,
48850,2.266464868
48851,3.322674868
48852,2.181053304
48853,2.67391812
48854,2.718404468
48855,
48856,2.965876772
48857,3.065360261
48858,2.302642877
48859,4.034147685
48860,3.83378606
48861,2.389182757
48862,2.609711599
48863,3.014460535
48864,2.67746748
48865,2.356655636
48866,2.866920117
48867,
48868,2.778146927
48869,2.702710573
48870,2.428619888
48871,2.879428963
48872,3.230470401
48873,
48874,
48875,3.285023514
48876,2.987198573
48877,2.736158657
48878,2.672653582
48879,3.019738728
48880,2.858695685
48881,3.435148545
48882,2.529606869
48883,2.473054326
48884,
48885,3.145396137
48886,2.651700895
48887,2.751397161
48888,1.880217123
48889,2.485482695
48890,3.692520529
48891,
48892,
48893,2.43112436
48894,1.715586714
48895,2.263189674
48896,2.144686884
48897,
48898,2.31950509
48899,1.845622278
48900,2.51161819
48901,2.828889432
48902,2.059219544
48903,2.015326421
48904,2.595315608
48905,
48906,5.050390642
48907,3.113282753
48908,3.184453375
48909,
48910,1.690782126
48911,2.184969057
48912,1.888702345
48913,4.80954521
48914,
48915,2.419734334
48916,3.049103225
48917,2.993232112
48918,2.64500327
48919,2.645752875
48920,
48921,3.007173726
48922,2.683922691
48923,1.356933954
48924,2.48104182
48925,3.200578163
48926,2.895806352
48927,2.87326842
48928,
48929,
48930,2.611359605
48931,1.997509676
48932,2.968801352
48933,2.302566681
48934,2.21999007
48935,3.070415071
48936,1.756647914
48937,2.913065551
48938,2.063782234
48939,2.51621317
48940,2.755660559
48941,2.824069715
48942,2.18920171
48943,2.627013308
48944,2.58757136
48945,2.543959311
48946,2.163095243
48947,3.027705874
48948,2.133926226
48949,2.550636021
48950,2.762120783
48951,2.57057958
48952,
48953,3.500032233
48954,3.032181193
48955,2.066408392
48956,2.673126968
48957,3.282639043
48958,3.845842966
48959,2.935950171
48960,
48961,1.653401563
48962,2.439296097
48963,2.884578916
48964,2.171288466
48965,3.301956697
48966,2.290474392
48967,3.498143713
48968,
48969,2.367766541
48970,2.572775499
48971,
48972,2.576528698
48973,
48974,2.648016259
48975,3.761834675
48976,1.892575886
48977,3.369770703
48978,
48979,2.555442733
48980,3.330987876
48981,2.871312874
48982,2.150611318
48983,3.931768187
48984,2.665851759
48985,2.226565505
48986,2.763534099
48987,2.075913754
48988,2.210025044
48989,2.017492044
48990,1.706659821
48991,2.500714778
48992,2.742076595
48993,
48994,3.913088102
48995,3.026281745
48996,2.872719412
48997,2.766083508
48998,3.062361709
48999,2.239266321
49000,
49001,2.185422039
49002,2.481368416
49003,2.327140504
49004,2.845431039
49005,2.781539932
49006,5.517645192
49007,3.818181328
49008,3.314283457
49009,2.738577111
49010,3.222706232
49011,2.52587919
49012,2.648434807
49013,2.227508416
49014,2.614142483
49015,2.810439995
49016,
49017,2.99714191
49018,3.189974148
49019,
49020,2.715946286
49021,2.64151365
49022,3.174265909
49023,
49024,2.862590843
49025,2.482054462
49026,2.704052326
49027,4.405312427
49028,2.765649611
49029,2.715197141
49030,2.382509084
49031,2.191589398
49032,2.924176577
49033,2.455778716
49034,2.562597835
49035,2.935447165
49036,
49037,2.909091786
49038,3.535191353
49039,3.100276906
49040,1.556044911
49041,2.443235663
49042,1.967089999
49043,2.795888947
49044,2.353731444
49045,2.766886553
49046,2.193421436
49047,2.576695801
49048,2.646516586
49049,
49050,
49051,2.417313572
49052,2.390907811
49053,1.888702345
49054,2.39530992
49055,
49056,2.824412323
49057,
49058,3.1508964
49059,3.488650512
49060,2.504469441
49061,
49062,2.734361029
49063,2.78953614
49064,2.66282562
49065,
49066,
49067,2.558523304
49068,2.4753266
49069,3.070415071
49070,2.574871062
49071,1.908317245
49072,2.403965262
49073,3.025086958
49074,2.72733164
49075,2.59867318
49076,
49077,3.795888947
49078,
49079,2.6912873
49080,3.081471829
49081,2.317229199
49082,2.658389556
49083,2.616988572
49084,2.675059245
49085,3.316736894
49086,3.036534279
49087,2.85313513
49088,2.368265657
49089,1.84753995
49090,2.252781733
49091,3.16441035
49092,2.705047438
49093,2.714017824
49094,5.103092598
49095,3.320468405
49096,2.577235196
49097,4.783262329
49098,2.402539429
49099,2.633636762
49100,2.472309347
49101,1.74859805
49102,2.245897999
49103,
49104,2.288318419
49105,1.868328022
49106,2.85457826
49107,2.327312786
49108,2.747645574
49109,2.535246778
49110,2.831362241
49111,2.565597713
49112,3.22810795
49113,1.888702345
49114,2.739432262
49115,2.437629298
49116,3.282398526
49117,1.43130871
49118,2.412658898
49119,3.092942966
49120,
49121,
49122,1.6760992
49123,2.819606017
49124,3.308669355
49125,2.602624934
49126,3.828551987
49127,2.605339665
49128,2.999895837
49129,2.430676558
49130,2.228193688
49131,2.789810201
49132,3.149205971
49133,3.2020034
49134,2.020825912
49135,5.052404102
49136,3.327707196
49137,3.967611955
49138,2.498877034
49139,3.712736787
49140,2.256880539
49141,4.152605636
49142,3.656711836
49143,2.174456918
49144,0.682606195
49145,2.741909311
49146,3.08857092
49147,2.863692038
49148,2.505343771
49149,3.257642667
49150,2.288468629
49151,2.413564637
49152,3.368427067
49153,3.36062976
49154,2.423458712
49155,2.46519513
49156,
49157,1.221989328
49158,2.98891453
49159,
49160,3.202656214
49161,3.455045757
49162,2.072783577
49163,2.569719878
49164,2.687185063
49165,2.471701796
49166,2.019898906
49167,2.226565505
49168,2.15808952
49169,3.119178361
49170,2.605183635
49171,2.341737774
49172,2.509843405
49173,2.413205089
49174,2.224781369
49175,2.424277853
49176,2.988677926
49177,2.675421386
49178,
49179,2.113282753
49180,2.385338503
49181,3.492996738
49182,2.895729633
49183,
49184,3.113282753
49185,2.695437376
49186,
49187,3.039071191
49188,1.596076315
49189,1.950797093
49190,2.588950666
49191,2.550843236
49192,3.288915207
49193,2.673756018
49194,1.783123038
49195,2.947034747
49196,1.822574885
49197,
49198,2.690323816
49199,3.367505149
49200,2.522552742
49201,2.032221652
49202,2.84686064
49203,1.889619883
49204,3.084835528
49205,2.42772831
49206,2.316309963
49207,3.704722397
49208,3.006452264
49209,2.757205482
49210,2.474310875
49211,3.35158597
49212,2.543959311
49213,4.06713615
49214,2.389777019
49215,2.016246133
49216,4.15338279
49217,2.144276038
49218,3.273180938
49219,3.974635869
49220,2.479644147
49221,3.402718123
49222,
49223,3.307877306
49224,3.08000423
49225,5.033855413
49226,2.126477068
49227,2.846398493
49228,
49229,2.543959311
49230,2.809171693
49231,2.77894283
49232,2.301239361
49233,2.330653571
49234,2.576970486
49235,3.034342291
49236,
49237,2.936874951
49238,2.360710856
49239,2.756074477
49240,2.849410182
49241,
49242,3.222549364
49243,2.85760662
49244,2.36762773
49245,1.847411036
49246,2.715653288
49247,2.415741772
49248,2.599610174
49249,3.194864799
49250,2.128724588
49251,2.73339498
49252,2.223046631
49253,
49254,2.281636634
49255,4.18037536
49256,2.221246555
49257,2.471527449
49258,2.962710423
49259,3.139738513
49260,3.410290235
49261,2.072395202
49262,
49263,1.569323442
49264,3.63735402
49265,3.449153731
49266,3.748705909
49267,0.827487827
49268,2.62638046
49269,3.376294238
49270,3.190360205
49271,0.430676558
49272,2.619485375
49273,2.789447421
49274,2.590174939
49275,4.774028873
49276,
49277,2.814654475
49278,3.188754019
49279,
49280,2.696915981
49281,2.814281738
49282,3.032304032
49283,2.091210077
49284,3.530386913
49285,2.440951844
49286,2.243299698
49287,2.446289381
49288,3.206807758
49289,2.39150472
49290,3.99810756
49291,2.297320018
49292,2.866920117
49293,2.659576814
49294,3.839895603
49295,2.409836947
49296,
49297,2.645173513
49298,2.561373774
49299,2.469212279
49300,2.192871149
49301,3.168546268
49302,4.351249219
49303,3.107801438
49304,2.304362277
49305,
49306,3.639308879
49307,2.553210126
49308,2.390067247
49309,2.283526334
49310,2.478395591
49311,2.359360249
49312,3.607359872
49313,2.760847057
49314,2.573624722
49315,1.959448123
49316,3.182053813
49317,1.832918398
49318,2.474406135
49319,2.596476949
49320,3.655800449
49321,2.931024118
49322,2.037991036
49323,3.295128608
49324,3.236975132
49325,2.470040362
49326,3.28650381
49327,2.390768994
49328,3.3893729
49329,2.46129534
49330,2.637704262
49331,3.122107136
49332,3.787739889
49333,3.576691395
49334,
49335,2.581905442
49336,1.449586133
49337,2.592134866
49338,2.01641103
49339,2.990872827
49340,2.681856524
49341,2.627148484
49342,2.304763167
49343,2.272338242
49344,3.468579611
49345,2.759300485
49346,
49347,2.247577567
49348,1.828557119
49349,2.83320263
49350,2.692509521
49351,1.957266701
49352,2.596613401
49353,2.491069694
49354,
49355,2.661657114
49356,2.440256912
49357,2.296713327
49358,2.629314066
49359,3.36177616
49360,2.259698363
49361,3.213332093
49362,1.906441094
49363,2.628128422
49364,2.703057732
49365,2.240553986
49366,3.547392135
49367,3.348418531
49368,2.451184758
49369,1.978424898
49370,2.206257891
49371,2.457599012
49372,4.052404102
49373,2.740935678
49374,
49375,4.861353116
49376,2.304333812
49377,2.506395597
49378,
49379,2.998342408
49380,2.85830555
49381,1.923201326
49382,2.884824806
49383,2.184802128
49384,
49385,
49386,
49387,2.376865645
49388,2.739988343
49389,3.467566014
49390,2.905480744
49391,2.941617738
49392,
49393,2.641913798
49394,1.114373134
49395,2.841977651
49396,2.57132793
49397,2.430676558
49398,2.321959129
49399,2.509531283
49400,1.677634673
49401,2.634674149
49402,2.795888947
49403,
49404,2.336144989
49405,2.507985933
49406,3.72115095
49407,2.318996761
49408,2.388061453
49409,3.755477148
49410,2.211198624
49411,2.761875758
49412,2.287929213
49413,3.376161306
49414,2.615353854
49415,2.861353116
49416,2.424924675
49417,
49418,2.279541354
49419,2.384287764
49420,2.51922327
49421,
49422,
49423,2.88631294
49424,2.237090403
49425,3.539775093
49426,2.400459227
49427,3.07638067
49428,
49429,3.250167566
49430,2.120237802
49431,2.63567383
49432,5.394869577
49433,3.176548163
49434,2.284426193
49435,2.901950199
49436,1.639421344
49437,3.079735517
49438,
49439,2.570890583
49440,1.930210767
49441,2.775410399
49442,1.89078665
49443,3.76514222
49444,
49445,2.72184298
49446,2.570501903
49447,2.498936333
49448,2.156673531
49449,2.054556233
49450,2.62206529
49451,2.643488554
49452,2.26609632
49453,
49454,2.461245118
49455,2.133054632
49456,2.380875503
49457,3.576462024
49458,3.55347722
49459,1.945156997
49460,2.951642977
49461,2.336698171
49462,2.852959206
49463,2.122896166
49464,2.732442067
49465,2.575830669
49466,2.613012698
49467,2.12973201
49468,2.642180967
49469,2.29005048
49470,
49471,3.139941332
49472,
49473,2.87893684
49474,
49475,2.498136756
49476,3.260159359
49477,2.441761122
49478,2.968308824
49479,2.724360677
49480,2.024369199
49481,2.670612121
49482,2.585114754
49483,3.84927698
49484,3.029769715
49485,3.435592713
49486,3.014537589
49487,
49488,
49489,2.705342759
49490,3.29966062
49491,
49492,2.432808345
49493,2.733626163
49494,2.817536594
49495,3.201807963
49496,3.122241653
49497,3.159340644
49498,2.607170049
49499,2.236041352
49500,
49501,1.75102348
49502,2.933652948
49503,2.87478672
49504,2.891455242
49505,3.983590566
49506,
49507,2.27290377
49508,3.257393023
49509,2.190736406
49510,2.470698233
49511,3.113507779
49512,2.848671051
49513,2.896262721
49514,2.472420562
49515,2.200256331
49516,2.414333749
49517,3.15338279
49518,2.367260793
49519,3.879079998
49520,3.101924012
49521,2.410984982
49522,3.076517742
49523,3.00458084
49524,3.070569188
49525,2.382014839
49526,2.552197744
49527,2.579880546
49528,3.090177857
49529,3.193630931
49530,2.524829966
49531,3.596974613
49532,2.598156992
49533,3.356414098
49534,3.051890776
49535,3.062434352
49536,2.861353116
49537,4.25372493
49538,1.495519081
49539,2.846626807
49540,2.316423912
49541,2.424839078
49542,1.573291023
49543,2.355483236
49544,3.286150149
49545,2.678616003
49546,2.341033779
49547,1.484221771
49548,3.543959311
49549,3.076250125
49550,2.984114732
49551,3.101139961
49552,3.3436909
49553,
49554,2.493574837
49555,
49556,2.241304527
49557,2.151712719
49558,3.11951944
49559,2.855108491
49560,3.328653168
49561,2.52648712
49562,2.121425969
49563,1.703628308
49564,2.38098539
49565,2.66418707
49566,2.869389623
49567,2.367101931
49568,2.683539314
49569,2.666391108
49570,2.404739265
49571,2.514215693
49572,2.27573421
49573,2.586893466
49574,3.33455093
49575,2.722706232
49576,3.043959311
49577,2.89139503
49578,
49579,
49580,2.565193192
49581,2.461751479
49582,
49583,2.178664702
49584,2.675131364
49585,3.110083946
49586,2.480172535
49587,2.37231067
49588,2.594215369
49589,
49590,4.405312427
49591,3.071876924
49592,
49593,2.94579221
49594,1.335731646
49595,
49596,2.776094516
49597,3.522494087
49598,2.81391186
49599,2.229116695
49600,2.818869326
49601,2.532900048
49602,3.089749235
49603,3.022338889
49604,2.83106371
49605,2.281779504
49606,2.984407554
49607,2.582829461
49608,3.180924008
49609,2.567672055
49610,5.394869577
49611,3.921701335
49612,3.148793363
49613,2.720538607
49614,3.233994908
49615,2.516107593
49616,2.635375251
49617,3.762730414
49618,1.852774628
49619,
49620,2.243455884
49621,3.350275778
49622,2.647676186
49623,2.217116381
49624,2.667726699
49625,2.919875073
49626,2.592068198
49627,2.782655726
49628,2.649472236
49629,
49630,2.440502329
49631,2.059576249
49632,2.86423257
49633,2.150997824
49634,3.51347891
49635,2.341698351
49636,2.462141313
49637,2.595125206
49638,3.059831536
49639,2.776700263
49640,2.763891019
49641,2.273247165
49642,2.682397276
49643,
49644,2.399467226
49645,3.222706232
49646,3.974635869
49647,2.725891063
49648,3.019571222
49649,2.667199196
49650,2.642134809
49651,2.854919531
49652,2.44197117
49653,2.068480207
49654,2.140350571
49655,2.412194003
49656,2.476669261
49657,0.430676558
49658,2.81739703
49659,2.569162128
49660,1.799000968
49661,2.886526988
49662,2.353566925
49663,2.715938262
49664,2.563035448
49665,2.409560927
49666,
49667,2.468667594
49668,2.579592113
49669,3.506504938
49670,2.827029892
49671,1.860259415
49672,2.578926582
49673,3.522895092
49674,2.050873169
49675,2.923508272
49676,2.703866983
49677,2.226659564
49678,2.563908843
49679,3.478495142
49680,3.068656537
49681,2.6348928
49682,2.66176458
49683,
49684,3.047160513
49685,2.35862968
49686,4.255553876
49687,2.31444985
49688,2.729070166
49689,2.983090579
49690,2.640170078
49691,3.293890889
49692,2.940883048
49693,
49694,2.893572346
49695,2.367348207
49696,3.317941871
49697,2.82310597
49698,2.464250745
49699,3.256880539
49700,2.67744949
49701,2.88527545
49702,2.065767997
49703,3.202656214
49704,4.097841393
49705,3.39915893
49706,2.937743373
49707,1.971358365
49708,2.16727602
49709,2.442371172
49710,2.987951977
49711,2.266654835
49712,2.593809914
49713,2.047636125
49714,2.81811884
49715,2.538696719
49716,
49717,2.840143872
49718,2.256821882
49719,
49720,2.102410327
49721,2.809378051
49722,3.15338279
49723,2.407176903
49724,4.753021266
49725,2.514555531
49726,3.045715438
49727,2.701581843
49728,2.095550866
49729,2.196274068
49730,3.614274927
49731,1.653183497
49732,3.216991605
49733,2.274539335
49734,2.714890596
49735,2.378617442
49736,2.978225464
49737,2.925149266
49738,2.582114637
49739,2.839576498
49740,2.228044708
49741,2.220844649
49742,2.853310822
49743,2.413290506
49744,2.57027275
49745,2.49912574
49746,3.02709046
49747,2.832628283
49748,1.696203111
49749,
49750,3.986721907
49751,3.032087596
49752,2.291985439
49753,3.754621222
49754,2.983683132
49755,2.647805321
49756,3.302134685
49757,2.963486865
49758,2.155835536
49759,2.423081044
49760,1.750027607
49761,
49762,3.253069088
49763,2.557427997
49764,2.151721991
49765,2.746242214
49766,2.885122929
49767,2.479917826
49768,
49769,4.417994493
49770,2.241940805
49771,
49772,2.239184538
49773,1.484221771
49774,
49775,2.190991241
49776,3.024369199
49777,2.40793262
49778,2.180094022
49779,2.092519407
49780,2.55413463
49781,3.594793649
49782,3.96033362
49783,3.13378176
49784,3.441670191
49785,3.091590644
49786,2.400241688
49787,
49788,2.324730229
49789,2.848729025
49790,4.024666303
49791,4.025884232
49792,2.73402789
49793,
49794,
49795,2.968279848
49796,2.669798111
49797,3.141950875
49798,
49799,2.138453408
49800,
49801,2.560557127
49802,2.634866378
49803,1.391383158
49804,2.723497607
49805,2.979558708
49806,2.557664169
49807,3.215381713
49808,2.924146525
49809,3.269225324
49810,2.549076187
49811,2.186175546
49812,2.218798414
49813,2.919453845
49814,3.689198669
49815,2.492190899
49816,3.220662324
49817,2.139621674
49818,4.506044803
49819,2.992382455
49820,2.823986678
49821,2.55869193
49822,3.075477687
49823,3.898771818
49824,
49825,2.09513023
49826,2.387639803
49827,2.875230472
49828,2.503022748
49829,
49830,2.656640031
49831,2.421454015
49832,2.916607575
49833,2.185545558
49834,3.310593277
49835,3.194066198
49836,3.478495142
49837,3.151365614
49838,2.044876035
49839,2.446422507
49840,
49841,2.828621031
49842,
49843,
49844,2.453689776
49845,2.131385511
49846,2.457430923
49847,2.293340029
49848,2.334904719
49849,
49850,1.118714045
49851,2.521730953
49852,2.503495138
49853,2.938839407
49854,3.671828311
49855,2.830277686
49856,2.871322627
49857,2.347377902
49858,2.866612144
49859,
49860,2.867535604
49861,2.535207536
49862,
49863,1.994677384
49864,2.639738513
49865,2.289715295
49866,2.188247575
49867,2.916370874
49868,2.633502575
49869,2.776241622
49870,2.129634616
49871,2.903550634
49872,2.628510368
49873,2.202656214
49874,2.483895277
49875,3.69143895
49876,0.846764728
49877,2.51540397
49878,3.524063603
49879,
49880,2.750694607
49881,3.197565903
49882,2.635392802
49883,4.351249219
49884,2.697162232
49885,2.535831151
49886,3.070415071
49887,2.663936826
49888,2.378986084
49889,3.012022293
49890,2.684446026
49891,1.292439315
49892,2.498043024
49893,2.226916428
49894,3.118283951
49895,2.566792222
49896,2.847356139
49897,2.131648669
49898,3.312035947
49899,3.286786061
49900,2.320279613
49901,2.838204155
49902,2.256880539
49903,3.210330204
49904,
49905,
49906,
49907,2.574784177
49908,2.903476259
49909,2.513236552
49910,2.430676558
49911,2.283535453
49912,
49913,2.131385007
49914,2.218038369
49915,
49916,2.559570968
49917,2.637105194
49918,2.456159316
49919,2.924615057
49920,3.603552105
49921,3.867556972
49922,2.309696785
49923,2.509683819
49924,2.836003966
49925,1.979930098
49926,2.584619403
49927,
49928,2.064457975
49929,
49930,3.003434544
49931,2.324264727
49932,3.722706232
49933,2.46725385
49934,2.498763408
49935,2.921398296
49936,2.765374633
49937,3.55492346
49938,3.794820188
49939,2.653455406
49940,3.359549163
49941,1.993606119
49942,2.844038388
49943,2.079041354
49944,
49945,2.461972904
49946,1.830483685
49947,2.577555976
49948,2.457414957
49949,2.972570944
49950,3.044989884
49951,2.669957918
49952,2.714069273
49953,2.411756822
49954,2.048527628
49955,2.891907967
49956,2.113282753
49957,3.12593416
