,consumer_model
43812,0
43813,0
43814,1.002308046
43815,0.14064904
43816,0
43817,8.210651159
43818,0.215864
43819,0
43820,0
43821,inf
43822,0.162005312
43823,0
43824,0
43825,0
43826,0
43827,0.188699199
43828,0
43829,2.321511978
43830,0
43831,
43832,inf
43833,0
43834,0
43835,0
43836,21.03358265
43837,0
43838,inf
43839,1.331463597
43840,0
43841,0
43842,5.364544602
43843,0.467955799
43844,0
43845,0
43846,
43847,2.39551806
43848,
43849,0.909228222
43850,0
43851,2.471174637
43852,0
43853,0
43854,27.33651518
43855,
43856,
43857,0
43858,0
43859,0
43860,0.662879324
43861,0
43862,0
43863,1.470881315
43864,
43865,0
43866,0.119438738
43867,0
43868,0
43869,0.315969874
43870,0
43871,0
43872,0
43873,0
43874,0
43875,0
43876,0
43877,0
43878,0
43879,0
43880,
43881,0
43882,0
43883,1.255594068
43884,0.113717531
43885,0.859371091
43886,inf
43887,0
43888,0
43889,0
43890,0
43891,0
43892,0.821913301
43893,0.794081089
43894,1.051894659
43895,0.27825024
43896,4.84009524
43897,0
43898,1.016416693
43899,0
43900,0
43901,0
43902,0.246072703
43903,0
43904,0.080846232
43905,0
43906,inf
43907,0.568529859
43908,0
43909,0.874177504
43910,0.219313131
43911,0.642698221
43912,0
43913,0
43914,0
43915,0
43916,0.691838556
43917,0
43918,0
43919,0
43920,0
43921,13.42534706
43922,0
43923,0.89731966
43924,0
43925,0.356588334
43926,0.391505233
43927,0.174375991
43928,0
43929,0.208059757
43930,
43931,0.289224386
43932,0.239859068
43933,0
43934,0
43935,0
43936,0
43937,
43938,0
43939,0
43940,0
43941,0
43942,0.310820081
43943,0.753460605
43944,0.474435641
43945,0
43946,0
43947,0
43948,0
43949,0
43950,0
43951,0
43952,
43953,0
43954,0
43955,0
43956,inf
43957,1.868067652
43958,3.121845968
43959,1.495447062
43960,0
43961,0
43962,
43963,0
43964,0
43965,0.246736157
43966,0
43967,inf
43968,0
43969,0.129645505
43970,
43971,0
43972,0
43973,0.549906728
43974,0
43975,7.345868203
43976,
43977,
43978,0
43979,0
43980,
43981,0
43982,0.500438639
43983,1.499396004
43984,0.32153013
43985,0
43986,0.477036009
43987,0.784594643
43988,0
43989,0
43990,0
43991,0
43992,1.000010857
43993,0
43994,0
43995,0
43996,0
43997,0.169198559
43998,0
43999,0
44000,0
44001,0.916345044
44002,0
44003,0.206746895
44004,1.261388323
44005,0
44006,
44007,0
44008,2.055215117
44009,0
44010,0
44011,7.800868848
44012,0.201461068
44013,9.202057819
44014,0.264560895
44015,0
44016,3.799614486
44017,0
44018,0.209652671
44019,0
44020,0
44021,0
44022,10.95682659
44023,0
44024,0
44025,0
44026,0.76152347
44027,0
44028,
44029,0
44030,0.092889253
44031,0.65972931
44032,0
44033,0
44034,0
44035,0
44036,0.95545107
44037,3.309147926
44038,0
44039,0.139775383
44040,0
44041,0
44042,0
44043,
44044,0
44045,0
44046,
44047,0
44048,0
44049,0
44050,0
44051,0
44052,0.068059003
44053,0
44054,
44055,0
44056,0
44057,0
44058,0.666826898
44059,0
44060,1.541634914
44061,inf
44062,0
44063,0.355133041
44064,0
44065,0
44066,3.910954207
44067,0
44068,0
44069,0
44070,0
44071,0
44072,0
44073,1.248424125
44074,0
44075,
44076,3.251563058
44077,0
44078,0.369844127
44079,
44080,0
44081,0.274307277
44082,0
44083,0
44084,0
44085,0
44086,0
44087,3.149682584
44088,0
44089,0
44090,0
44091,0
44092,0
44093,0
44094,0.352794759
44095,0
44096,
44097,inf
44098,0
44099,0.128996402
44100,0
44101,0
44102,0.181133027
44103,0.675024272
44104,0
44105,0
44106,0
44107,0
44108,0
44109,0
44110,0.087864618
44111,0.340773337
44112,0
44113,
44114,0.269226238
44115,0
44116,6.989260008
44117,0.267040765
44118,1.115099593
44119,2.078158688
44120,0.38863139
44121,0
44122,0.896698569
44123,0
44124,
44125,0
44126,0
44127,0
44128,0
44129,0.83359265
44130,0
44131,0
44132,0
44133,2.418833442
44134,0
44135,0
44136,0.10477597
44137,0
44138,
44139,0.153682087
44140,inf
44141,2.545951811
44142,0
44143,0
44144,0
44145,0
44146,0.995784379
44147,5.489046818
44148,0
44149,0
44150,0
44151,0
44152,1.815515209
44153,inf
44154,2.521875697
44155,0
44156,inf
44157,
44158,0
44159,0
44160,0.280211879
44161,0
44162,0.348330662
44163,3.175904173
44164,0.08576993
44165,0
44166,0.448602926
44167,0
44168,0.422650311
44169,0
44170,0
44171,0
44172,0
44173,0
44174,0.851560283
44175,
44176,0.050267491
44177,0
44178,0
44179,1.122446792
44180,0
44181,0.63870698
44182,0
44183,0.402876056
44184,0
44185,6.370148344
44186,0
44187,0
44188,0.570772184
44189,0
44190,1.930036629
44191,0
44192,
44193,0.842293443
44194,0
44195,2.376101413
44196,0
44197,5.804793554
44198,0
44199,0.686740477
44200,0
44201,7.180663768
44202,0
44203,0
44204,0
44205,0
44206,0
44207,1.494150609
44208,0
44209,0
44210,0
44211,0
44212,2.423341871
44213,0.443607225
44214,
44215,
44216,
44217,0
44218,0.772793174
44219,0
44220,0
44221,0
44222,0
44223,0
44224,0
44225,0.207289792
44226,
44227,0.845217193
44228,1.120754762
44229,0
44230,
44231,
44232,0.053325159
44233,0.621647211
44234,0
44235,inf
44236,0.183586487
44237,0
44238,0
44239,7.514580964
44240,0
44241,0.450290162
44242,0
44243,0
44244,0.362764727
44245,2.23066348
44246,0
44247,0.435591354
44248,0
44249,0.366996272
44250,1.139509938
44251,
44252,1.514405237
44253,1.768274092
44254,0
44255,0
44256,0
44257,0.778546999
44258,2.428028084
44259,0.309541696
44260,4.59737661
44261,0
44262,0
44263,0
44264,0
44265,0.691979267
44266,0
44267,
44268,0.217385514
44269,0
44270,
44271,0
44272,0
44273,0.783963581
44274,0.218415355
44275,0
44276,inf
44277,0
44278,0
44279,0
44280,0
44281,
44282,0
44283,0
44284,0
44285,inf
44286,0
44287,0.565692769
44288,0
44289,0
44290,0
44291,1.801360027
44292,0
44293,0
44294,0
44295,0.17939663
44296,0
44297,0.758277785
44298,
44299,0.681476287
44300,
44301,0
44302,0
44303,0.075807311
44304,0
44305,0
44306,5.155104887
44307,0
44308,1.164926939
44309,19.98928714
44310,0
44311,0.744453139
44312,2.093245518
44313,0.092103589
44314,
44315,0
44316,0
44317,0.207404784
44318,0
44319,0
44320,0
44321,
44322,0
44323,0
44324,2.324080977
44325,
44326,inf
44327,0
44328,0.539754706
44329,0.754506694
44330,1.417688508
44331,0
44332,0
44333,0.699656806
44334,
44335,0
44336,0
44337,2.467293374
44338,0
44339,0
44340,0.375880342
44341,inf
44342,0
44343,2.938054741
44344,0.755453041
44345,0.165070428
44346,0.726848891
44347,
44348,0
44349,0
44350,0
44351,10.41409426
44352,0
44353,0
44354,1.489324756
44355,0
44356,
44357,0
44358,0
44359,1.759610867
44360,0
44361,0
44362,0
44363,0
44364,0
44365,4.899680914
44366,2.475732231
44367,0
44368,0
44369,1.013450465
44370,1.721861676
44371,
44372,0
44373,0
44374,3.2834348
44375,0.060703758
44376,inf
44377,0
44378,0
44379,inf
44380,
44381,3.937819468
44382,
44383,0.435366697
44384,0
44385,inf
44386,0
44387,0
44388,0.199743472
44389,1.143313724
44390,0
44391,0
44392,0
44393,0
44394,0
44395,0
44396,1.569862734
44397,0
44398,0.750740498
44399,0.297912409
44400,0
44401,0
44402,0
44403,0.846304187
44404,
44405,0
44406,0
44407,inf
44408,1.514990106
44409,0.400337197
44410,0.493606036
44411,3.558003484
44412,0
44413,0
44414,0
44415,0.049303797
44416,0
44417,0
44418,1.673869806
44419,0
44420,
44421,0
44422,0.086342761
44423,0
44424,0
44425,9.986082252
44426,0
44427,0
44428,0
44429,0
44430,0
44431,0.191220418
44432,0
44433,0.700593063
44434,0
44435,0
44436,0
44437,5.625761304
44438,0
44439,0.890013506
44440,0
44441,0
44442,5.08825071
44443,0
44444,0
44445,0
44446,0
44447,0.978671961
44448,0
44449,14.11378448
44450,0
44451,inf
44452,1.335318249
44453,0.294821401
44454,inf
44455,0
44456,0
44457,0
44458,0
44459,0.704143649
44460,0
44461,0
44462,0
44463,0
44464,2.806843494
44465,0.094814759
44466,0
44467,0
44468,0.183452505
44469,0
44470,0
44471,0
44472,0.349473065
44473,0.449575152
44474,0
44475,
44476,0
44477,0
44478,10.24385095
44479,0.711243544
44480,0.108272449
44481,0.529802623
44482,0
44483,1.010758231
44484,0
44485,3.213999566
44486,0
44487,0
44488,0
44489,0
44490,0
44491,1.926091404
44492,inf
44493,0
44494,0
44495,0
44496,
44497,1.104061872
44498,2.456830624
44499,0
44500,0
44501,
44502,0
44503,0
44504,0
44505,0
44506,0
44507,1.077433758
44508,0
44509,1.713389321
44510,0
44511,0
44512,0.281590972
44513,0.208416841
44514,0
44515,
44516,inf
44517,0
44518,1.148589927
44519,0
44520,0
44521,0
44522,0
44523,0.391999559
44524,
44525,0
44526,0
44527,5.54065108
44528,0.114237365
44529,0.731240237
44530,6.375546015
44531,0
44532,0
44533,
44534,0
44535,0.238588476
44536,2.632524231
44537,0
44538,0
44539,0
44540,0
44541,0.652439957
44542,0
44543,0
44544,0.293964657
44545,0
44546,3.565527226
44547,0.460220144
44548,0
44549,0
44550,0
44551,0
44552,0
44553,0
44554,2.749321842
44555,0.461193372
44556,inf
44557,
44558,0
44559,0
44560,0
44561,0
44562,0
44563,0.794838066
44564,0
44565,0.839069712
44566,0
44567,0.726068779
44568,0.861543258
44569,0
44570,0
44571,0
44572,0
44573,0
44574,7.160864119
44575,0.97960954
44576,0
44577,0
44578,0.157379355
44579,1.269504798
44580,0
44581,
44582,0
44583,0.956765997
44584,0
44585,0
44586,0
44587,0.151236758
44588,0
44589,0
44590,0
44591,2.849392772
44592,0
44593,0.416162754
44594,0.193719829
44595,0
44596,
44597,0
44598,0
44599,4.325468669
44600,6.076600502
44601,0
44602,0
44603,0.781171937
44604,0
44605,1.583527727
44606,0.957649596
44607,0
44608,0
44609,
44610,
44611,0
44612,0
44613,0
44614,0.241296851
44615,0
44616,0.070167769
44617,0.043894045
44618,0
44619,0.083865378
44620,0
44621,0
44622,0
44623,0
44624,7.331238755
44625,0
44626,
44627,2.937476433
44628,8.921298019
44629,
44630,0
44631,
44632,1.043034609
44633,0.355522968
44634,0
44635,1.958706284
44636,0.246962481
44637,1.397118875
44638,0
44639,0.666581768
44640,1.031838518
44641,0
44642,0
44643,0
44644,0
44645,1.914665219
44646,1.067537353
44647,0.42312594
44648,4.862187864
44649,0.391549299
44650,inf
44651,0
44652,0
44653,7.855502233
44654,0.201932068
44655,0
44656,0
44657,0
44658,
44659,0
44660,20.87654148
44661,5.894706072
44662,0
44663,4.956623475
44664,0
44665,0
44666,0
44667,
44668,4.121031631
44669,0
44670,inf
44671,3.523284399
44672,0
44673,0
44674,0.295410119
44675,0.698249556
44676,0
44677,0
44678,0
44679,0
44680,0.372132028
44681,0
44682,0
44683,0
44684,
44685,inf
44686,
44687,0.177704804
44688,
44689,0
44690,0
44691,0.451805421
44692,0
44693,0
44694,0.224749204
44695,0.93202049
44696,0
44697,0
44698,0.474546059
44699,0
44700,0
44701,
44702,5.724445157
44703,0
44704,0
44705,0.897659402
44706,0
44707,0
44708,0
44709,0
44710,1.459763563
44711,0
44712,0
44713,0
44714,0.209754982
44715,0.94661156
44716,0
44717,0
44718,0
44719,0.177173748
44720,0
44721,0
44722,inf
44723,0
44724,0
44725,0
44726,0.486880253
44727,0
44728,0
44729,5.350772833
44730,
44731,0
44732,2.777979042
44733,inf
44734,0
44735,5.264350676
44736,9.313906212
44737,1.751301775
44738,0
44739,1.780550023
44740,0.317047147
44741,0
44742,1.062402207
44743,0
44744,0.180360775
44745,0
44746,
44747,1.967472003
44748,0
44749,0
44750,0
44751,0
44752,0.425257157
44753,0
44754,12.63576153
44755,0
44756,14.2971173
44757,0.149285774
44758,0
44759,inf
44760,3.615606508
44761,0
44762,0.638295961
44763,0
44764,0.07199852
44765,0
44766,2.374811273
44767,0
44768,2.936858534
44769,inf
44770,0
44771,0.366891521
44772,0.782356719
44773,0
44774,0
44775,
44776,0.360983116
44777,0
44778,0
44779,0
44780,0
44781,0.385966753
44782,2.032479899
44783,1.699238574
44784,0.271038065
44785,0.22966225
44786,2.357995949
44787,0
44788,
44789,0
44790,0
44791,0
44792,0
44793,0
44794,0
44795,0
44796,0
44797,0
44798,0.157983514
44799,0
44800,1.226691655
44801,0.071830174
44802,0
44803,0.101545934
44804,0
44805,1.010499036
44806,0
44807,0.311429084
44808,0
44809,0
44810,0
44811,0
44812,0.940846311
44813,0
44814,0
44815,0
44816,0
44817,0.613050754
44818,0
44819,0.907324923
44820,0
44821,0
44822,0
44823,0.294430189
44824,0.269061825
44825,0.528597663
44826,
44827,0
44828,0
44829,0
44830,0.255416464
44831,0
44832,0
44833,0
44834,0
44835,0
44836,0
44837,0
44838,0
44839,0.538708743
44840,0
44841,
44842,0
44843,0.242595768
44844,1.078919625
44845,0
44846,0
44847,0
44848,0
44849,0
44850,0
44851,
44852,1.571588298
44853,0
44854,0
44855,0
44856,0.868074432
44857,0
44858,0
44859,
44860,0
44861,inf
44862,0
44863,0.63644323
44864,0.50716584
44865,1.100777017
44866,2.287167974
44867,0.815808492
44868,5.7126893
44869,1.433683903
44870,0.15999368
44871,0.388564071
44872,0
44873,0
44874,4.221164846
44875,
44876,0
44877,0
44878,0
44879,5.500260465
44880,1.732868868
44881,0
44882,0
44883,0
44884,2.638515871
44885,
44886,0
44887,0
44888,0
44889,0
44890,0
44891,0.240379337
44892,0.41939243
44893,0
44894,
44895,inf
44896,0
44897,0
44898,
44899,0
44900,0.541260354
44901,2.49498541
44902,0
44903,0
44904,0.069598976
44905,0.736502602
44906,0
44907,17.14840907
44908,inf
44909,0
44910,1.072183757
44911,0
44912,9.689331271
44913,0
44914,0
44915,
44916,0
44917,0
44918,0.698482828
44919,0
44920,0
44921,1.799473348
44922,0
44923,
44924,0.357809349
44925,4.602348209
44926,0
44927,0
44928,0
44929,0
44930,0
44931,0
44932,
44933,0
44934,0
44935,0
44936,1.681032677
44937,0
44938,6.836456544
44939,0.25709973
44940,0
44941,0
44942,
44943,0
44944,0
44945,0
44946,0
44947,0.341086963
44948,0
44949,
44950,0.573507236
44951,3.565788463
44952,0.638877042
44953,0.974425939
44954,0
44955,inf
44956,0
44957,0.225179838
44958,0
44959,3.47714453
44960,0
44961,0
44962,inf
44963,0
44964,0.157512214
44965,1.106651929
44966,0
44967,0.487423847
44968,4.194130511
44969,0.151197245
44970,0
44971,1.027695719
44972,0
44973,
44974,0
44975,
44976,0
44977,0.052502533
44978,0
44979,0
44980,0
44981,0.820212205
44982,0
44983,0.620080196
44984,0
44985,0
44986,4.789915146
44987,0
44988,0
44989,0
44990,0.470286487
44991,0.384964937
44992,0
44993,1.712252309
44994,0
44995,0
44996,0
44997,0
44998,0
44999,0
45000,0
45001,1.84427063
45002,inf
45003,0
45004,1.281711453
45005,0
45006,0
45007,0
45008,0
45009,inf
45010,0
45011,0
45012,0.614140601
45013,0
45014,0
45015,5.015552648
45016,0.850251607
45017,
45018,0
45019,0
45020,0.140975169
45021,0.491191924
45022,
45023,0
45024,0
45025,0
45026,0
45027,inf
45028,4.825101187
45029,0
45030,0
45031,
45032,0
45033,
45034,1.298448525
45035,3.559849606
45036,1.030650164
45037,inf
45038,0
45039,0
45040,0
45041,0
45042,0
45043,0
45044,0
45045,
45046,0
45047,0
45048,
45049,0
45050,9.919940083
45051,1.849528427
45052,0
45053,0
45054,inf
45055,0
45056,0
45057,0.366753716
45058,0
45059,0.445792581
45060,0
45061,51.13426388
45062,0
45063,0
45064,0
45065,0.263821936
45066,0.706572337
45067,0
45068,0
45069,1.685228856
45070,0
45071,0
45072,1.119466679
45073,0
45074,2.582829761
45075,0
45076,0
45077,0
45078,0
45079,0
45080,0.436884017
45081,0
45082,0
45083,0.730838211
45084,0
45085,0
45086,0
45087,2.436508012
45088,0.117164565
45089,0.512168933
45090,0
45091,0
45092,0
45093,0.45610094
45094,0
45095,0
45096,0
45097,0
45098,0.725135541
45099,0.497294363
45100,0.481628343
45101,0.874419795
45102,0
45103,0
45104,0
45105,0.456056776
45106,0.823622915
45107,0
45108,0
45109,0.355610069
45110,0
45111,0.48600981
45112,0
45113,0.711323584
45114,0.711105465
45115,0
45116,0.823409041
45117,0.465058685
45118,0
45119,0
45120,0
45121,0
45122,4.031203661
45123,0.288002598
45124,0
45125,0.04035381
45126,0
45127,0.165242858
45128,0
45129,0.47786617
45130,0
45131,0
45132,14.53588892
45133,1.330558291
45134,
45135,0
45136,1.10149974
45137,0
45138,0
45139,0
45140,0
45141,
45142,0.278765075
45143,0
45144,
45145,0
45146,0
45147,1.717011616
45148,0
45149,0
45150,1.257274269
45151,0
45152,0
45153,0.512486553
45154,1.653359257
45155,0
45156,0.455738038
45157,0.136897102
45158,0.459725086
45159,0.454901433
45160,19.44888297
45161,0
45162,0
45163,4.15840178
45164,0
45165,4.420251943
45166,0
45167,0
45168,
45169,
45170,
45171,0
45172,0
45173,
45174,0
45175,
45176,
45177,0
45178,1.887493774
45179,0
45180,0
45181,inf
45182,1.956921633
45183,0.088237012
45184,0
45185,0
45186,1.367703423
45187,0
45188,0
45189,0
45190,0.434915602
45191,0
45192,0
45193,0
45194,1.130024398
45195,0
45196,0
45197,
45198,0
45199,0.499628941
45200,0
45201,0.255025398
45202,0.316005684
45203,0
45204,1.513615793
45205,0
45206,0
45207,0
45208,0
45209,4.930190624
45210,0
45211,0.240446011
45212,0
45213,0
45214,0
45215,
45216,0
45217,7.529017642
45218,inf
45219,inf
45220,
45221,1.113507453
45222,0.437968243
45223,0
45224,0
45225,0
45226,0
45227,0
45228,0
45229,0
45230,0
45231,2.906567747
45232,11.96437751
45233,0.862022883
45234,0
45235,0
45236,
45237,0
45238,0
45239,
45240,0
45241,0.370838423
45242,0
45243,3.397685387
45244,0
45245,0
45246,0
45247,0
45248,0
45249,2.203748492
45250,0
45251,0
45252,0
45253,0.828274866
45254,0.63079671
45255,0
45256,0
45257,0
45258,0.697319064
45259,0
45260,0
45261,0
45262,3.338332282
45263,inf
45264,0.148148842
45265,4.326416849
45266,0.430852299
45267,0
45268,
45269,0
45270,0.316579942
45271,0
45272,1.099560987
45273,4.581503286
45274,0.436711074
45275,4.804390876
45276,0
45277,0
45278,
45279,0
45280,0
45281,0.482076371
45282,0.535802264
45283,0
45284,0
45285,2.167351213
45286,0.256471221
45287,0
45288,6.72390834
45289,0
45290,0.38209447
45291,2.01917177
45292,0
45293,0
45294,0.356516483
45295,9.197994992
45296,0.663714513
45297,0
45298,0
45299,0
45300,0
45301,1.431392969
45302,
45303,5.489211587
45304,inf
45305,1.347297583
45306,1.500825018
45307,1.207054573
45308,0
45309,0
45310,0.220062944
45311,0
45312,0.696247104
45313,0
45314,
45315,0
45316,0.669680306
45317,0.509352232
45318,0
45319,0
45320,0
45321,2.124444412
45322,3.364021825
45323,0
45324,0
45325,0
45326,0
45327,0
45328,0.526479564
45329,2.231861395
45330,4.805750299
45331,0
45332,0.257470629
45333,
45334,0
45335,0.290400551
45336,0.459232008
45337,0.188843899
45338,0.398228302
45339,4.357683141
45340,0.188143225
45341,0
45342,0.755970828
45343,0.708475365
45344,
45345,0
45346,0
45347,0
45348,0.105730875
45349,0
45350,8.742662607
45351,1.227236193
45352,0
45353,0
45354,0
45355,0.435018238
45356,0.1546207
45357,2.721223687
45358,0
45359,0
45360,0.661477169
45361,0.460621547
45362,
45363,0
45364,0
45365,1.978999822
45366,4.688427983
45367,0
45368,1.673751343
45369,0
45370,0
45371,0
45372,0
45373,0
45374,0.126751259
45375,0
45376,0.441056944
45377,0
45378,0
45379,0
45380,0
45381,0
45382,0.878197435
45383,0
45384,0
45385,0
45386,0
45387,0
45388,0.153993773
45389,0
45390,
45391,0.194290739
45392,4.083797198
45393,0
45394,0
45395,0
45396,0
45397,0.904580306
45398,0
45399,0
45400,0
45401,0
45402,0
45403,0
45404,0.594738779
45405,0
45406,0
45407,
45408,0
45409,0
45410,0
45411,0.251231709
45412,0
45413,0
45414,0.082146784
45415,0.584363251
45416,2.759469811
45417,0
45418,8.42587179
45419,0
45420,
45421,
45422,0
45423,0
45424,inf
45425,0
45426,0
45427,
45428,0
45429,0.168321241
45430,0
45431,0
45432,
45433,0
45434,inf
45435,2.338226256
45436,0
45437,0
45438,0.240368201
45439,0
45440,
45441,
45442,4.166298776
45443,0
45444,0
45445,0
45446,0
45447,16.69574179
45448,0
45449,0
45450,0
45451,5.611238208
45452,0.91419522
45453,1.266096458
45454,0.302646725
45455,0
45456,0.395762076
45457,0.260609757
45458,1.622727176
45459,0
45460,0.941637977
45461,0
45462,0
45463,69.14480846
45464,3.01644784
45465,0
45466,0
45467,0
45468,0.222112968
45469,0
45470,0.108749501
45471,0
45472,0
45473,6.695447297
45474,0
45475,0.433464869
45476,0
45477,0.312059156
45478,0
45479,0
45480,0
45481,
45482,0
45483,
45484,0
45485,0.81121329
45486,0
45487,0.099922199
45488,0
45489,0.613935671
45490,inf
45491,0
45492,0
45493,0
45494,0
45495,1.843242388
45496,0
45497,0
45498,0
45499,18.93423521
45500,3.23949871
45501,3.437075269
45502,0
45503,0
45504,1.608916121
45505,0
45506,0
45507,
45508,0.532024928
45509,0.073641117
45510,0.195378785
45511,0
45512,0
45513,0
45514,0.051685911
45515,0
45516,0
45517,0
45518,0
45519,0
45520,0
45521,0.151817997
45522,0
45523,3.294449698
45524,0
45525,0
45526,0
45527,0
45528,0.922818375
45529,
45530,inf
45531,0
45532,
45533,1.084327449
45534,0.217835905
45535,8.097695631
45536,0
45537,0.491340251
45538,0
45539,0
45540,0.787500507
45541,0
45542,2.039266863
45543,0
45544,0
45545,1.704636026
45546,0.158132313
45547,0
45548,3.624322307
45549,0
45550,0
45551,0
45552,0
45553,0
45554,0.203013543
45555,0.138544838
45556,0
45557,0.702483299
45558,0.187332633
45559,0.869434456
45560,0.671713009
45561,0
45562,1.000571969
45563,0
45564,0
45565,0.31982901
45566,1.183059706
45567,0.663926025
45568,13.87277106
45569,0
45570,0
45571,inf
45572,
45573,0
45574,7.192108967
45575,0
45576,0
45577,0
45578,1.053176155
45579,0
45580,3.370575855
45581,0.671466392
45582,0
45583,0
45584,0
45585,0
45586,0
45587,0.160477401
45588,1.290560449
45589,0
45590,0
45591,0.644272489
45592,
45593,0.312030239
45594,
45595,inf
45596,0
45597,0
45598,0
45599,0
45600,0
45601,0
45602,0
45603,1.147005122
45604,0
45605,0
45606,0
45607,0
45608,
45609,0.784558538
45610,0
45611,1.088959996
45612,0
45613,0
45614,0
45615,
45616,3.386964853
45617,0
45618,0
45619,
45620,0.868899155
45621,0
45622,1.137362234
45623,0.48233749
45624,0
45625,0
45626,1.32300818
45627,0
45628,4.920609258
45629,0.09829549
45630,0
45631,0.240100176
45632,0
45633,
45634,0
45635,0.098245646
45636,0
45637,0
45638,0
45639,0.263003747
45640,0
45641,0
45642,0
45643,0.659121703
45644,2.527531281
45645,0
45646,0
45647,0
45648,1.038010711
45649,0
45650,0
45651,0
45652,0
45653,0.91384698
45654,0.310004105
45655,0
45656,0
45657,2.360991394
45658,0
45659,0
45660,2.113903526
45661,0.972019422
45662,0
45663,1.529981212
45664,0
45665,1.931576361
45666,0.201013392
45667,0.720408351
45668,0.02294852
45669,0
45670,inf
45671,0.200568196
45672,0.278147022
45673,0.915277911
45674,0.51760445
45675,0
45676,0
45677,inf
45678,0.370519902
45679,0
45680,0
45681,0
45682,0
45683,
45684,0
45685,1.389396343
45686,0.155279437
45687,inf
45688,0.192863749
45689,0.721085007
45690,0
45691,0
45692,0
45693,
45694,0
45695,1.127245206
45696,0.529643432
45697,0
45698,0
45699,1.138475409
45700,1.574789028
45701,2.580216112
45702,0
45703,0.497120611
45704,0
45705,0
45706,0.678053698
45707,0
45708,
45709,0
45710,0
45711,0
45712,0
45713,1.475077014
45714,0
45715,inf
45716,1.090034076
45717,0
45718,0
45719,0.219143581
45720,0
45721,inf
45722,0
45723,0
45724,0
45725,inf
45726,
45727,0
45728,1.966476896
45729,0
45730,0
45731,1.297937196
45732,0
45733,0
45734,1.841943777
45735,0
45736,0
45737,0.965042981
45738,1.056652976
45739,0
45740,0
45741,3.609531255
45742,1.508460206
45743,
45744,0
45745,0
45746,0.946577767
45747,16.5146681
45748,1.715029582
45749,0.595609795
45750,0
45751,0
45752,0
45753,2.133408105
45754,0
45755,0
45756,
45757,4.337011553
45758,4.510494834
45759,1.000321501
45760,0
45761,0
45762,0
45763,0
45764,0
45765,1.488019057
45766,0.621797134
45767,0
45768,0.150978766
45769,0
45770,1.431369286
45771,0
45772,2.245019926
45773,0.120632718
45774,0
45775,0.075713903
45776,0
45777,0.550420589
45778,0
45779,0
45780,inf
45781,5.672591047
45782,
45783,1.076433184
45784,
45785,0.263992377
45786,0
45787,0
45788,0.202857255
45789,0.170989485
45790,0.332958924
45791,0
45792,0
45793,0.698367168
45794,0.720440797
45795,
45796,0
45797,0
45798,0
45799,inf
45800,0.099265119
45801,1.255999283
45802,0
45803,1.015268175
45804,
45805,0
45806,0
45807,7.055320452
45808,0
45809,1.244813154
45810,inf
45811,
45812,2.023063582
45813,0
45814,5.721987898
45815,2.417690848
45816,0
45817,inf
45818,0
45819,0
45820,0
45821,
45822,1.839093987
45823,0
45824,0
45825,0.418529786
45826,0
45827,1.314809495
45828,0
45829,
45830,0.769216083
45831,0.48523232
45832,0
45833,
45834,0
45835,0
45836,
45837,0.682479939
45838,0
45839,0
45840,2.409082972
45841,1.319454572
45842,0
45843,0.286589057
45844,0
45845,0
45846,1.832668247
45847,0
45848,11.50613462
45849,0
45850,0
45851,inf
45852,0
45853,2.166809857
45854,0.13428418
45855,1.022858432
45856,
45857,0
45858,
45859,0
45860,0
45861,0
45862,
45863,0.085434727
45864,0
45865,1.578785644
45866,
45867,inf
45868,0
45869,1.62546095
45870,0
45871,0.42615704
45872,0
45873,0
45874,0.196357893
45875,0
45876,0
45877,0
45878,0
45879,
45880,5.886202382
45881,0
45882,0
45883,
45884,0
45885,0
45886,0
45887,0.269486252
45888,
45889,0
45890,0
45891,2.648065586
45892,0
45893,inf
45894,0
45895,0
45896,0
45897,0.272838437
45898,0.608382054
45899,0
45900,0
45901,0
45902,0.381222685
45903,0
45904,2.090349207
45905,
45906,0
45907,0.29499797
45908,0
45909,1.282034984
45910,0
45911,0
45912,0
45913,0
45914,0.707546517
45915,0
45916,0
45917,0
45918,0
45919,1.288338291
45920,0
45921,0.765923309
45922,0.769511327
45923,
45924,0
45925,0
45926,0
45927,0.19623696
45928,0
45929,0.857002463
45930,0.339935261
45931,2.229448417
45932,2.218265479
45933,0.405529712
45934,0
45935,0
45936,0
45937,5.729212575
45938,0
45939,1.60722438
45940,inf
45941,1.132877142
45942,0
45943,0
45944,0.176086642
45945,inf
45946,0.971827433
45947,0.14210002
45948,0
45949,2.765626481
45950,3.840692995
45951,0.546997004
45952,0
45953,0.410010031
45954,0
45955,1.060752541
45956,0.269150357
45957,0.726543406
45958,0
45959,1.394103897
45960,3.144722264
45961,0
45962,0
45963,0
45964,0
45965,0.332566632
45966,0
45967,0
45968,0
45969,0
45970,0.225370227
45971,0
45972,0
45973,0.446731602
45974,
45975,0
45976,inf
45977,0
45978,1.011559188
45979,2.274665134
45980,0
45981,0
45982,0
45983,inf
45984,1.547301454
45985,0
45986,13.47382927
45987,0.924930991
45988,0.469738489
45989,0
45990,
45991,0.243791992
45992,0
45993,0
45994,0
45995,3.383420405
45996,0.141111962
45997,1.455704011
45998,0
45999,19.63351623
46000,0
46001,0.664392149
46002,0
46003,0.742957918
46004,inf
46005,0
46006,0
46007,0
46008,
46009,0.304302718
46010,0
46011,0
46012,
46013,0.753755238
46014,0
46015,0
