,click_model
40081,0
40082,0.333333333
40083,0.5
40084,0
40085,0
40086,0
40087,0.333333333
40088,0
40089,0
40090,0
40091,0
40092,0
40093,0
40094,1.5
40095,0.25
40096,0
40097,0
40098,0
40099,0
40100,0
40101,0
40102,1.5
40103,0
40104,0
40105,2.333333333
40106,
40107,0
40108,inf
40109,0.5
40110,0.666666667
40111,2
40112,0.375
40113,0
40114,0.051282051
40115,0
40116,0.333333333
40117,0
40118,0.036585366
40119,5
40120,0
40121,0
40122,0.333333333
40123,0.4375
40124,0
40125,0
40126,0
40127,0
40128,0
40129,0
40130,0.166666667
40131,0
40132,0
40133,inf
40134,0.333333333
40135,0
40136,2
40137,0
40138,1
40139,0
40140,0
40141,0
40142,0
40143,0
40144,0
40145,0.111111111
40146,0
40147,0
40148,0
40149,
40150,inf
40151,0
40152,0.038461538
40153,0
40154,0.1
40155,0.3
40156,0.5
40157,0
40158,0
40159,0
40160,0
40161,0
40162,0
40163,0
40164,1
40165,0.555555556
40166,0
40167,0.416666667
40168,0
40169,0
40170,0
40171,0
40172,0.142857143
40173,inf
40174,0
40175,0
40176,0
40177,0
40178,
40179,0
40180,0
40181,0
40182,
40183,
40184,0.5
40185,inf
40186,0.25
40187,0
40188,0.071428571
40189,0
40190,0
40191,0
40192,0.166666667
40193,1.5
40194,0
40195,1
40196,0.692307692
40197,0
40198,0
40199,0
40200,
40201,0
40202,0
40203,
40204,0
40205,3
40206,0.029411765
40207,1.166666667
40208,0
40209,0
40210,0
40211,0
40212,0
40213,0
40214,0
40215,0.8
40216,0
40217,0.307692308
40218,0
40219,0
40220,
40221,0.75
40222,0
40223,0
40224,0
40225,0.333333333
40226,0.3
40227,0.25
40228,0
40229,0.166666667
40230,0
40231,0
40232,0
40233,0
40234,inf
40235,0.357142857
40236,2
40237,0
40238,0.4
40239,0
40240,0
40241,0.166666667
40242,0.555555556
40243,0
40244,0
40245,0
40246,0
40247,0
40248,0.25
40249,0
40250,0.5
40251,0
40252,0
40253,inf
40254,0.230769231
40255,0
40256,0
40257,0
40258,0
40259,0
40260,
40261,0
40262,0
40263,0
40264,0
40265,0
40266,0.125
40267,0
40268,0.05
40269,0.047619048
40270,0.142857143
40271,0
40272,
40273,0
40274,0
40275,0
40276,0.384615385
40277,0
40278,
40279,0.75
40280,0.142857143
40281,0
40282,1
40283,0.5
40284,0
40285,0.045454545
40286,0
40287,0.161290323
40288,inf
40289,1.285714286
40290,
40291,0
40292,
40293,2.166666667
40294,0
40295,0
40296,
40297,0.25
40298,0.037037037
40299,0
40300,1.5
40301,
40302,0
40303,0
40304,1
40305,0
40306,0
40307,0.2
40308,4
40309,0
40310,0
40311,0
40312,0
40313,0
40314,0
40315,1
40316,0
40317,0
40318,0.045454545
40319,0.176470588
40320,1
40321,0
40322,0
40323,0
40324,0
40325,0
40326,0.083333333
40327,0.047619048
40328,0
40329,
40330,0
40331,
40332,0
40333,0
40334,
40335,0.048780488
40336,inf
40337,
40338,0
40339,inf
40340,0
40341,0
40342,0
40343,0
40344,1
40345,0.142857143
40346,0
40347,0
40348,0
40349,8
40350,0.5
40351,0
40352,0
40353,0.545454545
40354,0.583333333
40355,1
40356,0.416666667
40357,0
40358,0
40359,0.5
40360,0
40361,1
40362,0
40363,0
40364,7.333333333
40365,3
40366,0
40367,0.384615385
40368,0.0625
40369,0.368421053
40370,1
40371,0
40372,0.5
40373,0.125
40374,1.5
40375,0.666666667
40376,0.090909091
40377,0.055555556
40378,0
40379,0.25
40380,0
40381,0
40382,6
40383,0
40384,2
40385,0
40386,0
40387,0
40388,0.166666667
40389,1.444444444
40390,0
40391,0.333333333
40392,0
40393,0
40394,0
40395,0.166666667
40396,0
40397,2
40398,
40399,
40400,0
40401,0
40402,0
40403,
40404,0
40405,0
40406,0.666666667
40407,25.2
40408,
40409,0
40410,0
40411,0.076923077
40412,2
40413,0
40414,0.333333333
40415,0
40416,12
40417,
40418,0.071428571
40419,10.5
40420,1.125
40421,0
40422,0
40423,4.5
40424,0
40425,0
40426,0
40427,
40428,0
40429,0
40430,0
40431,
40432,0
40433,0
40434,inf
40435,0.333333333
40436,0
40437,inf
40438,0
40439,0
40440,0.111111111
40441,0
40442,0.015873016
40443,0
40444,0
40445,0.333333333
40446,0
40447,0
40448,
40449,0
40450,0
40451,0
40452,1.666666667
40453,0
40454,1
40455,0
40456,
40457,0
40458,0
40459,0
40460,0
40461,0
40462,0
40463,0.054054054
40464,0
40465,1.833333333
40466,0
40467,0
40468,0
40469,0
40470,0
40471,0
40472,0
40473,0
40474,0
40475,0
40476,0
40477,1
40478,0
40479,0
40480,3
40481,inf
40482,1
40483,0
40484,1.3
40485,0
40486,0
40487,0.6
40488,
40489,0.090909091
40490,0.666666667
40491,0
40492,0.416666667
40493,0
40494,0
40495,inf
40496,0.166666667
40497,
40498,inf
40499,0
40500,
40501,0
40502,0.25
40503,0.052631579
40504,0
40505,0
40506,0
40507,0.047619048
40508,
40509,
40510,0
40511,0
40512,0
40513,0
40514,0
40515,0
40516,0
40517,0
40518,0.3
40519,0
40520,0
40521,0
40522,
40523,0.666666667
40524,0.333333333
40525,0.045454545
40526,0
40527,0.058823529
40528,
40529,0.2
40530,0
40531,0
40532,0.222222222
40533,0.05
40534,
40535,0.090909091
40536,0
40537,0
40538,2
40539,0.076923077
40540,0.25
40541,0.583333333
40542,0
40543,0
40544,0
40545,0
40546,0
40547,3
40548,0.6
40549,
40550,0.051724138
40551,
40552,0
40553,2
40554,11.33333333
40555,0
40556,0.2
40557,0
40558,0
40559,0
40560,0
40561,0.756756757
40562,0
40563,0
40564,0
40565,0.185185185
40566,0.15
40567,0
40568,1
40569,0
40570,0
40571,1.166666667
40572,0
40573,
40574,1
40575,0.5
40576,0
40577,0
40578,1.5
40579,1
40580,4.5
40581,0
40582,0
40583,0.6
40584,0
40585,2
40586,0
40587,0.125
40588,0
40589,0
40590,0.648648649
40591,5.2
40592,0.142857143
40593,
40594,0.166666667
40595,0.2
40596,0
40597,0
40598,0.095238095
40599,0.066666667
40600,0
40601,0
40602,0
40603,
40604,inf
40605,inf
40606,0.25
40607,0
40608,0.2
40609,inf
40610,0
40611,1
40612,0
40613,0
40614,0
40615,
40616,1.75
40617,0
40618,0
40619,0
40620,0
40621,0
40622,0
40623,
40624,0
40625,0
40626,0
40627,0
40628,0.25
40629,1.166666667
40630,0.222222222
40631,0.25862069
40632,0.25
40633,0
40634,0
40635,0.277777778
40636,0
40637,1
40638,
40639,0
40640,0
40641,0.222222222
40642,5.416666667
40643,0
40644,1.5
40645,0.032258065
40646,0
40647,0
40648,6
40649,0.142857143
40650,0
40651,0
40652,0
40653,0
40654,inf
40655,0.1
40656,0
40657,0
40658,0.428571429
40659,
40660,0
40661,0
40662,0.039215686
40663,0
40664,0
40665,0.222222222
40666,0
40667,0
40668,0
40669,0
40670,0.157894737
40671,0.185185185
40672,0
40673,0.3
40674,2
40675,
40676,0
40677,0.45
40678,0.583333333
40679,0
40680,0
40681,0
40682,0
40683,0
40684,0
40685,0
40686,0.166666667
40687,0.333333333
40688,1
40689,4
40690,0
40691,0.111111111
40692,0
40693,0
40694,0
40695,0
40696,0
40697,0.0625
40698,inf
40699,inf
40700,1
40701,0.111111111
40702,0.090909091
40703,0.2
40704,0.222222222
40705,inf
40706,0.5
40707,0
40708,0
40709,0.0625
40710,7
40711,0
40712,
40713,
40714,0
40715,0
40716,0.12
40717,
40718,1.666666667
40719,0
40720,0
40721,inf
40722,2
40723,0
40724,0
40725,1
40726,0
40727,2.5
40728,3.125
40729,inf
40730,0
40731,0
40732,0
40733,0
40734,1.333333333
40735,0.2
40736,0.9
40737,0
40738,0.230769231
40739,0
40740,0.264705882
40741,3
40742,
40743,
40744,0
40745,0.8
40746,
40747,0.021276596
40748,0
40749,0
40750,0.75
40751,0
40752,0
40753,0.538461538
40754,1.5
40755,0
40756,0.4
40757,0.4
40758,0
40759,0
40760,0.2
40761,0
40762,0
40763,0.027027027
40764,0
40765,0
40766,0
40767,
40768,1
40769,0
40770,
40771,0
40772,0
40773,0
40774,0
40775,0.428571429
40776,0
40777,0.111111111
40778,0
40779,0
40780,0
40781,0
40782,0.272727273
40783,0.166666667
40784,1.25
40785,0
40786,inf
40787,0
40788,1.857142857
40789,0.25
40790,0
40791,0
40792,3
40793,0
40794,0.1
40795,0
40796,0
40797,0
40798,0.2
40799,0
40800,0.5
40801,0
40802,0
40803,inf
40804,0
40805,0.5
40806,0
40807,0
40808,0.083333333
40809,0
40810,
40811,
40812,2
40813,0.2
40814,0
40815,0
40816,0.5
40817,
40818,
40819,0
40820,inf
40821,0
40822,0.2
40823,0
40824,0
40825,0
40826,0
40827,0
40828,1
40829,0
40830,0
40831,0.717948718
40832,0
40833,0.5
40834,0
40835,1.333333333
40836,0.041666667
40837,0.333333333
40838,0
40839,4
40840,0
40841,0
40842,0.5
40843,0
40844,
40845,0
40846,0
40847,0.777777778
40848,0
40849,0.166666667
40850,
40851,0
40852,0.076923077
40853,1
40854,0
40855,0
40856,0
40857,
40858,0
40859,0.071428571
40860,0
40861,0
40862,0
40863,
40864,1.666666667
40865,0
40866,0.272727273
40867,0
40868,0.125
40869,0
40870,0
40871,0
40872,0.333333333
40873,0
40874,1
40875,0
40876,inf
40877,
40878,0
40879,
40880,0.025641026
40881,
40882,0
40883,0.074074074
40884,0.166666667
40885,
40886,0.421052632
40887,0.714285714
40888,1
40889,10
40890,0
40891,0
40892,0
40893,0
40894,0.142857143
40895,4
40896,0
40897,0
40898,
40899,0
40900,0
40901,0
40902,0
40903,0
40904,0.015625
40905,0
40906,0.1
40907,0
40908,0
40909,1.25
40910,9.666666667
40911,0
40912,inf
40913,0.052631579
40914,2
40915,0
40916,
40917,0
40918,0
40919,0.5
40920,0
40921,8
40922,
40923,0
40924,0
40925,0
40926,0
40927,0.3
40928,0
40929,0
40930,0
40931,0
40932,0.142857143
40933,3
40934,0.323529412
40935,inf
40936,0
40937,0
40938,0
40939,
40940,0
40941,0
40942,
40943,inf
40944,3
40945,0
40946,
40947,0
40948,inf
40949,0
40950,1.777777778
40951,0
40952,
40953,0
40954,3.666666667
40955,0
40956,0.5
40957,0
40958,0
40959,0
40960,0
40961,0.03030303
40962,0
40963,0
40964,0.333333333
40965,0
40966,3
40967,0.333333333
40968,0
40969,3
40970,0
40971,0
40972,0
40973,3.25
40974,inf
40975,0
40976,0
40977,1.111111111
40978,0
40979,4.75
40980,8.5
40981,0
40982,0
40983,0
40984,0
40985,
40986,0.142857143
40987,0
40988,0
40989,1
40990,0
40991,0.125
40992,0.318181818
40993,0
40994,inf
40995,0
40996,0
40997,inf
40998,0
40999,0
41000,0
41001,0
41002,
41003,
41004,0
41005,0
41006,1.142857143
41007,0.666666667
41008,2
41009,0
41010,0
41011,0.272727273
41012,0
41013,0.5
41014,2
41015,0
41016,0
41017,0.1875
41018,1
41019,0
41020,0
41021,0
41022,1.3
41023,1
41024,
41025,0
41026,3
41027,0.260869565
41028,0
41029,0
41030,0
41031,0
41032,
41033,0
41034,0
41035,0.4
41036,0
41037,0.5
41038,0
41039,
41040,inf
41041,0.083333333
41042,0
41043,0
41044,0.05
41045,0.096153846
41046,0
41047,0.348837209
41048,0.2
41049,1.5
41050,0.428571429
41051,0
41052,0
41053,0
41054,5.5
41055,0
41056,0.454545455
41057,
41058,0.142857143
41059,0.333333333
41060,0
41061,0.125
41062,0
41063,0
41064,
41065,0.2
41066,0
41067,0
41068,2
41069,3
41070,1
41071,0.0625
41072,0.2
41073,0
41074,
41075,
41076,3
41077,0
41078,0
41079,0.5
41080,
41081,0
41082,0
41083,
41084,0
41085,0.5
41086,0
41087,0.75
41088,0.105263158
41089,0
41090,0
41091,0
41092,0
41093,0
41094,0
41095,0.8
41096,inf
41097,0
41098,0.4
41099,0.409090909
41100,0.105263158
41101,0
41102,0
41103,1.666666667
41104,0
41105,0.25
41106,0
41107,0.272727273
41108,inf
41109,5.333333333
41110,0
41111,1.333333333
41112,0.5
41113,0
41114,0
41115,0
41116,0
41117,0.166666667
41118,0
41119,0
41120,0
41121,1
41122,0
41123,0.166666667
41124,0.75
41125,0.5
41126,0
41127,0
41128,1
41129,0
41130,2
41131,0
41132,0.285714286
41133,2
41134,0.333333333
41135,0
41136,0
41137,0
41138,0
41139,0
41140,0
41141,inf
41142,0
41143,12.5
41144,
41145,0.333333333
41146,0.8
41147,0
41148,0
41149,2
41150,0
41151,0.083333333
41152,0
41153,0.888888889
41154,0
41155,0
41156,
41157,1
41158,
41159,0
41160,0
41161,0
41162,0.142857143
41163,0.2
41164,0.5
41165,0
41166,0.111111111
41167,0
41168,9
41169,
41170,1.5
41171,0
41172,0.333333333
41173,0
41174,
41175,0
41176,
41177,0
41178,0
41179,0
41180,
41181,0
41182,
41183,0
41184,0
41185,0
41186,0.666666667
41187,0.125
41188,
41189,0.068965517
41190,0
41191,0.117647059
41192,0.142857143
41193,0
41194,2.5
41195,0
41196,
41197,
41198,1.333333333
41199,0.111111111
41200,inf
41201,inf
41202,0
41203,0.076923077
41204,0.1
41205,0
41206,
41207,0.75
41208,0
41209,0
41210,0.333333333
41211,
41212,1
41213,0
41214,1
41215,0
41216,10
41217,0.107692308
41218,0
41219,0.285714286
41220,0
41221,
41222,1
41223,0
41224,0
41225,0
41226,2.333333333
41227,7
41228,
41229,0
41230,0
41231,1.333333333
41232,0
41233,
41234,0
41235,0
41236,1.6
41237,0.2
41238,0
41239,0
41240,inf
41241,0
41242,0
41243,0.071428571
41244,
41245,1.5
41246,0.08
41247,0
41248,1
41249,
41250,0
41251,0
41252,0.166666667
41253,0.25
41254,0
41255,9
41256,0
41257,0
41258,1
41259,0
41260,0.055555556
41261,0
41262,0
41263,0
41264,0
41265,4.666666667
41266,0
41267,0.0125
41268,0
41269,0
41270,0.333333333
41271,0
41272,0
41273,1.333333333
41274,0
41275,0.714285714
41276,0
41277,0
41278,1.285714286
41279,0
41280,0
41281,0.066666667
41282,0
41283,0.285714286
41284,0
41285,0
41286,0
41287,0
41288,inf
41289,inf
41290,0.333333333
41291,0
41292,0
41293,
41294,0
41295,0.8
41296,1
41297,0
41298,0
41299,0.434782609
41300,0
41301,0
41302,0
41303,1
41304,0.222222222
41305,0
41306,
41307,0
41308,0.5
41309,0
41310,0.052631579
41311,0.666666667
41312,0.5
41313,0
41314,5
41315,
41316,0.307692308
41317,0.363636364
41318,0
41319,inf
41320,1
41321,0.125
41322,0
41323,1.333333333
41324,0.111111111
41325,1.666666667
41326,0
41327,0
41328,1.5
41329,0
41330,0.214285714
41331,0
41332,0
41333,0
41334,
41335,0.466666667
41336,0.033333333
41337,0.111111111
41338,0
41339,0
41340,0.166666667
41341,
41342,0
41343,0
41344,0
41345,0
41346,0
41347,2
41348,1.333333333
41349,0
41350,0
41351,0
41352,0
41353,0
41354,0
41355,0
41356,0
41357,0.5
41358,0
41359,0
41360,0
41361,0
41362,
41363,
41364,0
41365,0
41366,
41367,0
41368,0
41369,0
41370,0
41371,0.666666667
41372,0
41373,0.131578947
41374,0
41375,0.333333333
41376,0
41377,0.076923077
41378,0
41379,0
41380,1
41381,0.333333333
41382,0
41383,0.5
41384,0
41385,0
41386,0
41387,6.333333333
41388,0
41389,2
41390,0
41391,0.111111111
41392,0
41393,0
41394,0.75
41395,0
41396,0.066666667
41397,0.5
41398,0
41399,
41400,0.5
41401,0
41402,9.333333333
41403,0
41404,0
41405,0
41406,0
41407,
41408,0
41409,1
41410,0
41411,0
41412,0
41413,0
41414,inf
41415,0
41416,1.5
41417,
41418,1.125
41419,0
41420,0
41421,0
41422,2.2
41423,0.063829787
41424,inf
41425,0
41426,0.166666667
41427,0
41428,0
41429,0
41430,0.102040816
41431,1
41432,
41433,0
41434,0.333333333
41435,2
41436,0
41437,0
41438,0
41439,
41440,
41441,0.333333333
41442,0.375
41443,0
41444,0.035714286
41445,0
41446,0.666666667
41447,
41448,0
41449,0
41450,0
41451,0
41452,0
41453,0.5
41454,0
41455,0
41456,
41457,0.153846154
41458,0
41459,0.333333333
41460,0.2
41461,
41462,0.111111111
41463,
41464,0
41465,0
41466,0
41467,0
41468,
41469,0.058823529
41470,0
41471,0
41472,0
41473,0.428571429
41474,0
41475,0
41476,inf
41477,0
41478,0
41479,0
41480,0.6
41481,
41482,0
41483,0
41484,0
41485,0
41486,
41487,0
41488,0
41489,0
41490,0
41491,1
41492,
41493,0
41494,0.333333333
41495,0
41496,0
41497,0.6
41498,0
41499,0
41500,0
41501,0
41502,0.090909091
41503,0
41504,0
41505,6
41506,0
41507,0.181818182
41508,0
41509,1
41510,3
41511,
41512,0
41513,0
41514,0.6
41515,0
41516,0
41517,0
41518,0
41519,0
41520,0
41521,
41522,0
41523,2
41524,0
41525,0.375
41526,0
41527,0
41528,0.153846154
41529,0.714285714
41530,0.285714286
41531,
41532,
41533,0
41534,0
41535,0.058823529
41536,0.466666667
41537,0
41538,0.074074074
41539,0
41540,1.2
41541,1
41542,0
41543,3.25
41544,0.666666667
41545,0
41546,0
41547,inf
41548,0.083333333
41549,0.2
41550,0
41551,0.333333333
41552,1
41553,0
41554,0.083333333
41555,0
41556,0.058823529
41557,
41558,0.25
41559,0
41560,2
41561,0
41562,0
41563,0.727272727
41564,
41565,0
41566,0
41567,0
41568,0
41569,0
41570,3.166666667
41571,
41572,0.039215686
41573,3
41574,0
41575,0.181818182
41576,0
41577,
41578,0
41579,inf
41580,0
41581,0
41582,
41583,4.090909091
41584,0
41585,
41586,0
41587,0
41588,0
41589,1.666666667
41590,0.181818182
41591,0.428571429
41592,0
41593,0
41594,4
41595,0
41596,0
41597,1.5
41598,0
41599,0.2
41600,0
41601,0
41602,0
41603,0
41604,2.666666667
41605,2.333333333
41606,inf
41607,0.5
41608,0
41609,0.714285714
41610,0
41611,0.75
41612,0
41613,0
41614,0
41615,0.010309278
41616,7.5
41617,0
41618,0
41619,0.142857143
41620,0
41621,0
41622,0
41623,0
41624,0
41625,0
41626,0
41627,0
41628,0
41629,
41630,0.333333333
41631,0
41632,0.166666667
41633,1.2
41634,0.75
41635,0
41636,0.066666667
41637,0.5
41638,0
41639,0
41640,0
41641,0.875
41642,0.4
41643,0
41644,0
41645,0.285714286
41646,0
41647,0
41648,inf
41649,1.5
41650,
41651,0
41652,0
41653,0
41654,0.25
41655,0
41656,0
41657,
41658,1.5
41659,0.090909091
41660,0.333333333
41661,3
41662,
41663,inf
41664,0
41665,0
41666,0.6
41667,0.444444444
41668,0
41669,0.2
41670,
41671,0
41672,0
41673,0.083333333
41674,0
41675,0.8
41676,0.222222222
41677,0
41678,0
41679,0.222222222
41680,0.357142857
41681,2
41682,0
41683,0.2
41684,1
41685,1
41686,0
41687,
41688,0.125
41689,0.066666667
41690,0
41691,0
41692,0
41693,1
41694,0
41695,4.333333333
41696,0
41697,0
41698,1
41699,0.8
41700,
41701,0
41702,1.333333333
41703,0
41704,0
41705,3
41706,0.722222222
41707,0.260869565
41708,0.588235294
41709,0.25
41710,2.909090909
41711,0
41712,0
41713,1.5
41714,0.166666667
41715,0.2
41716,0.066666667
41717,0.142857143
41718,0
41719,
41720,0
41721,0.166666667
41722,0
41723,
41724,0
41725,0.25
41726,0
41727,0
41728,0
41729,0
41730,0
41731,1.333333333
41732,0
41733,
41734,0
41735,0.75
41736,0
41737,0.6
41738,0
41739,0
41740,0.25
41741,0
41742,0
41743,1
41744,0
41745,0
41746,
41747,0
41748,0
41749,0
41750,0
41751,
41752,0.5
41753,0.090909091
41754,
41755,0
41756,0
41757,inf
41758,
41759,0
41760,0
41761,0
41762,0
41763,inf
41764,0
41765,0
41766,0.28125
41767,4.5
41768,
41769,0.6
41770,0
41771,0
41772,0
41773,1.333333333
41774,0
41775,0.125
41776,0
41777,1
41778,1.75
41779,
41780,0.272727273
41781,0
41782,0
41783,0.076923077
41784,0
41785,
41786,1
41787,0
41788,0
41789,0
41790,3.6
41791,0.035714286
41792,0
41793,1.428571429
41794,0
41795,0
41796,0.217391304
41797,0.875
41798,0
41799,0
41800,0
41801,0.428571429
41802,0.090909091
41803,1.514285714
41804,0
41805,inf
41806,0
41807,0
41808,0
41809,0
41810,inf
41811,0.166666667
41812,0
41813,1
41814,
41815,0
41816,0.3
41817,0
41818,0.0625
41819,0
41820,0.2
41821,0.166666667
41822,0
41823,0
41824,inf
41825,0
41826,0
41827,3.2
41828,0.294117647
41829,1
41830,0
41831,0
41832,0
41833,0
41834,0
41835,0
41836,0
41837,1.75
41838,0.142857143
41839,0
41840,
41841,0
41842,0.5
41843,0
41844,2
41845,0
41846,0
41847,0.0625
41848,0
41849,0
41850,0
41851,0
41852,0.6
41853,0
41854,0
41855,0.272727273
41856,2.111111111
41857,0.111111111
41858,2
41859,0
41860,0
41861,0
41862,0
41863,0
41864,0
41865,1.705882353
41866,0.75
41867,0.133333333
41868,0.090909091
41869,0
41870,0
41871,1
41872,0
41873,0.95
41874,0
41875,0.75
41876,0
41877,0
41878,inf
41879,0.333333333
41880,0
41881,0
41882,0.5
41883,0
41884,0
41885,inf
41886,0
41887,0.75
41888,0
41889,
41890,0.2
41891,0
41892,
41893,1
41894,0.125
41895,0
41896,0
41897,0
41898,0.25
41899,2
41900,1.666666667
41901,0
41902,0
41903,
41904,0.071428571
41905,0.114285714
41906,0
41907,1.5
41908,0
41909,0
41910,0
41911,0
41912,0
41913,0.1
41914,0.142857143
41915,1.5
41916,0
41917,0
41918,0.5
41919,0
41920,
41921,0
41922,0.454545455
41923,0.25
41924,0.142857143
41925,0
41926,0
41927,0
41928,0
41929,0.054054054
41930,1.714285714
41931,0
41932,0
41933,0
41934,0
41935,6
41936,0
41937,0.125
41938,0
41939,0.166666667
41940,0
41941,0
41942,0
41943,0.333333333
41944,0
41945,0.055555556
41946,0
41947,3
41948,0
41949,4
41950,0
41951,0
41952,0
41953,0
41954,0
41955,0
41956,0
41957,0
41958,0.045977011
41959,0.176470588
41960,0
41961,0
41962,0
41963,0
41964,0.785714286
41965,0
41966,
41967,0
41968,0
41969,0.428571429
41970,
41971,2
41972,0
41973,0
41974,0
41975,0
41976,0.103448276
41977,0.75
41978,inf
41979,0
41980,0
41981,1.75
41982,0
41983,0
41984,0
41985,0
41986,0
41987,1.2
41988,0
41989,0.153846154
41990,3.5
41991,
41992,0
41993,0
41994,0
41995,
41996,0.111111111
41997,0.285714286
41998,0
41999,0
42000,0.714285714
42001,0
42002,0
42003,0.166666667
42004,0
42005,0
42006,0.176470588
42007,1.75
42008,inf
42009,0
42010,1.777777778
42011,0
42012,0.5
42013,0.307692308
42014,0
42015,0
42016,0
42017,0
42018,0
42019,0
42020,
42021,0.333333333
42022,0
42023,0
42024,0
42025,0.5
42026,0
42027,22
42028,0.125
42029,0
42030,
42031,0
42032,0.090909091
42033,0
42034,1
42035,0
42036,
42037,0
42038,0
42039,0.214285714
42040,0
42041,0.285714286
42042,0.333333333
42043,0
42044,0
42045,0
42046,0
42047,0
42048,0
42049,0.125
42050,0.545454545
42051,0
42052,0
42053,0
42054,
42055,0.608695652
42056,0.083333333
42057,0.142857143
42058,inf
42059,0.222222222
42060,0
42061,0
42062,0
42063,
42064,4
42065,
42066,0
42067,0
42068,0
42069,0
42070,0.333333333
42071,0
42072,0
42073,0
42074,0
42075,0
42076,0.3
42077,0.166666667
42078,0
42079,0
42080,
42081,0
42082,0
42083,0.666666667
42084,0
42085,
42086,0
42087,
42088,0
42089,0
42090,0
42091,0
42092,0
42093,0.75
42094,0.277777778
42095,0
42096,0
42097,1
42098,
42099,0
42100,0.111111111
42101,0
42102,0.666666667
42103,0.25
42104,0.25
42105,0
42106,3
42107,0
42108,0
42109,0
42110,0.666666667
42111,0.2
42112,0.1875
42113,0
42114,0
42115,2
42116,0.285714286
42117,0
42118,0.24
42119,0
42120,0
42121,7
42122,0
42123,0.128205128
42124,
42125,0
42126,0
42127,0.142857143
42128,
42129,0.071428571
42130,1
42131,0.333333333
42132,0
42133,0.75
42134,0.2
42135,0.142857143
42136,0.166666667
42137,0
42138,
42139,0
42140,0
42141,0
42142,0
42143,0.125
42144,0
42145,0.318181818
42146,0
42147,0.4
42148,0
42149,0.428571429
42150,2.5
42151,0
42152,0
42153,0
42154,0
42155,5.4
42156,0
42157,1
42158,0
42159,0.5
42160,0.041666667
42161,0.066666667
42162,0
42163,inf
42164,0
42165,0
42166,
42167,28.5
42168,0
42169,0
42170,3.5
42171,0.227272727
42172,2.8
42173,0
42174,0
42175,0
42176,0
42177,0
42178,0
42179,1.333333333
42180,0.2
42181,0
42182,0
42183,25
42184,0
42185,0.5
42186,0
42187,0
42188,2
42189,0
42190,0
42191,inf
42192,0
42193,inf
42194,0
42195,0
42196,0
42197,0
42198,0
42199,
42200,
42201,6
42202,0.111111111
42203,1
42204,1
42205,1.333333333
42206,0
42207,1.333333333
42208,0
42209,0
42210,0.333333333
42211,0
42212,0.333333333
42213,0
42214,0
42215,0
42216,0.041666667
42217,0.166666667
42218,0
42219,0
42220,0
42221,0
42222,0.333333333
42223,8.5
42224,0.25
42225,0
42226,0
42227,inf
42228,0
42229,0
42230,0.444444444
42231,
42232,0
42233,0
42234,0.111111111
42235,0.058823529
42236,0
42237,0
42238,
42239,0.0625
42240,0
42241,0
42242,
42243,inf
42244,0
42245,0
42246,0
42247,0
42248,0.578947368
42249,0
42250,0
42251,0
42252,0.166666667
42253,
42254,0
42255,
42256,0.333333333
42257,
42258,0
42259,0
42260,2
42261,0
42262,1.5
42263,0
42264,1.714285714
42265,0.7
42266,0
42267,0.142857143
42268,
42269,0.2
42270,0.526315789
42271,0
42272,0
42273,0.25
42274,0
42275,0.333333333
42276,0
42277,0
42278,0.333333333
42279,0.75
42280,0
42281,
42282,3.5
42283,0
42284,0.230769231
42285,0
42286,0
42287,1
42288,0
42289,inf
42290,0
42291,1.214285714
42292,0.227272727
42293,0.125
42294,0.146341463
42295,inf
42296,0.166666667
42297,0
42298,0
42299,
42300,0
42301,
42302,0
42303,3
42304,inf
42305,0
42306,0
42307,
42308,0
42309,0.545454545
42310,0.083333333
42311,0
42312,0
42313,0
42314,0
42315,0.1
42316,0
42317,0
42318,0.666666667
42319,0
42320,0
42321,0
42322,0
42323,0.5
42324,1
42325,0.076923077
42326,
42327,0.363636364
42328,0
42329,0
42330,0
42331,inf
42332,0
42333,4
42334,0
42335,0
42336,0.2
42337,1.25
42338,0
42339,0
42340,0.25
42341,2
42342,1.333333333
42343,0
42344,inf
42345,0
42346,0.043478261
42347,0
42348,
42349,1.333333333
42350,0
42351,0
42352,0
42353,inf
42354,0
42355,0
42356,
42357,1.4
42358,0
42359,1.666666667
42360,0
42361,0.25
42362,0.214285714
42363,0.125
42364,0
42365,0
42366,0
42367,0
42368,2
42369,0.011494253
42370,0.666666667
42371,0.2
42372,0.25
42373,0
42374,0
42375,0
42376,0
42377,0.063291139
42378,0
42379,
42380,0
42381,
42382,0
42383,0
42384,0.5
42385,0
42386,0
42387,0
42388,0
42389,0.038461538
42390,0
42391,0
42392,0
42393,
42394,2.384615385
42395,0
42396,0
42397,0
42398,0
42399,0
42400,0
42401,0
42402,
42403,1.8
42404,0
42405,0
42406,
42407,0
42408,0
42409,0
42410,0.5
42411,inf
42412,0
42413,0.15625
42414,0.166666667
42415,0
42416,0
42417,0
42418,0
42419,0
42420,0
42421,3.3
42422,0.333333333
42423,
42424,0.375
42425,0
42426,0.142857143
42427,0
42428,0
42429,inf
42430,0.5
42431,
42432,0.25
42433,1
42434,1
42435,0
42436,0
42437,0
42438,
42439,0
42440,0
42441,0
42442,0
42443,0.25
42444,0
42445,0.181818182
42446,0.8
42447,0
42448,0
42449,0.1
42450,0
42451,0
42452,0
42453,0
42454,0
42455,0
42456,7.5
42457,1.166666667
42458,0.5
42459,0
42460,0
42461,0
42462,0
42463,0
